"Amer Folk&Vernacular Music","001
535","24","3.667","54.2","25.0","20.8",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Comparative World Costume","655
001","5","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independ Stdy-Folklore Grad","699
002","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"FOLKLORE
380","Dept. Total","387","3.178","23.5","27.6","19.6","10.1","7.0","2.1","1.6","7.8","",".",".","",".","",".","0.3",".","0.3","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.354","21.4","42.9","28.6",".","7.1",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","46","3.237","15.2","32.6","39.1","6.5","4.3",".",".","2.2","",".",".","",".","",".",".",".",".","."
"Junior","","89","3.020","21.3","22.5","20.2","13.5","10.1","5.6","1.1","3.4","",".",".","",".","",".","1.1",".",".","1.1"
"Senior","","229","3.196","24.9","27.5","15.7","10.5","6.6","1.3","2.2","10.9","",".",".","",".","",".",".",".","0.4","."
"Undergraduates","","378","3.164","22.8","27.5","20.1","10.3","7.1","2.1","1.6","7.7","",".",".","",".","",".","0.3",".","0.3","0.3"
"Special","","2","4.000","50.0",".",".",".",".",".",".","50.0","",".",".","",".","",".",".",".",".","."
"Graduate","","4","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","3","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","3","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","387","3.178","23.5","27.6","19.6","10.1","7.0","2.1","1.6","7.8","",".",".","",".","",".","0.3",".","0.3","0.3"
