"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"703
Adv Prog Language&Compilers","001","","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Princ of Programming Langs","001","","16","3.406","43.8","18.8","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"712
Finite Difference Methods","001","","33","3.833","75.8","21.2",".",".","3.0",".",".",".",".",".",".",".",".",".",".","."
"731
Adv Artificial Intelligence","001","","32","3.750","56.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"733
Comput Meths-Lg Sparse Sys","001","","9","3.611","44.4","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"736
Advanced Operating Systems","001","","32","3.703","56.3","28.1","15.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"739
Distributed Systems","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"740
Advanced Computer Networks","001","","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"747
Adv Cmputr Sys Anal Techniq","001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","6","3.417","33.3","50.0",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"756
Computer-Aided Desgn-VLSI","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"764
Topics-Database Mgt Systems","001","","29","3.741","55.2","37.9","6.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"773
Prob-Computatnl Linguistics","001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"787
Adv Algorithms&Data Structr","001","","28","3.536","50.0","25.0","14.3","3.6","7.1",".",".",".",".",".",".",".",".",".",".","."
"790","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","036","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","066","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","082","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","086","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","103","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","105","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","108","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","36","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"838","001","","16","3.808","56.3","18.8","6.3",".",".",".",".","18.8",".",".",".",".",".",".",".","."
"838","002","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Computing","Course Total","","30","3.907","76.7","10.0","3.3",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"887
Approximation Theory","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"899","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 191 of 386",""
