"ALS","","","","","","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","","",""
"PL PATH
766","Dept. Total","119","3.508","43.7","8.4","9.2","3.4","4.2","",".","",".","19.3","",".",".","",".","11.8","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","3.000",".","40.0","40.0",".","20.0","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","10","3.300","40.0","30.0","10.0","10.0","10.0","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","11","3.450","54.5","9.1","27.3",".","9.1","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","14","3.500","64.3","7.1","7.1","7.1","14.3","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","40","3.375","47.5","17.5","17.5","5.0","12.5","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","2","3.000",".",".","50.0",".",".","",".","",".","50.0","",".",".","",".",".","",".",".",".","."
"Graduate","","77","3.713","42.9","3.9","3.9","2.6",".","",".","",".","28.6","",".",".","",".","18.2","",".",".",".","."
"","Dept. Total","119","3.508","43.7","8.4","9.2","3.4","4.2","",".","",".","19.3","",".",".","",".","11.8","",".",".",".","."
