"","990
047","","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
048","","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
052","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","","10","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"OBS&GYN
436","Dept. Total","","91","3.621","48.4","33.0","14.3","1.1","2.2","",".","",".","",".","",".",".","",".","",".","",".",".","1.1","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"436
OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","9","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","1","3.000",".",".","100.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","73","3.574","43.8","34.2","16.4","1.4","2.7","",".","",".","",".","",".",".","",".","",".","",".",".","1.4","."
"Prof Yr 4","","","7","3.625","28.6","71.4",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","81","3.570","42.0","37.0","16.0","1.2","2.5","",".","",".","",".","",".",".","",".","",".","",".",".","1.2","."
"","Dept. Total","","91","3.621","48.4","33.0","14.3","1.1","2.2","",".","",".","",".","",".",".","",".","",".","",".",".","1.1","."
