"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","","28","3.929","89.3","7.1","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
001","","14","3.607","50.0","21.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
170","","14","3.821","64.3","35.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
003","","6","3.333","50.0",".","33.3",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","170
004","","13","3.385","38.5","46.2","7.7",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"","170
005","","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
170","","14","3.286","42.9",".","35.7","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"Introductory Laboratory","Course Total","","73","3.555","52.1","23.3","17.8","2.7","2.7",".","1.4",".",".",".",".",".",".",".",".","."
"Electrodynamics I","220
001","","92","2.956","19.6","17.4","38.0","8.7","6.5","4.3","4.3","1.1",".",".",".",".",".",".",".","."
"Circuit Analysis","001
230","","112","2.804","14.3","15.2","33.0","13.4","17.9","1.8","4.5",".",".",".",".",".",".",".",".","."
"","001
270","","13","3.731","46.2","53.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
002","","14","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
003","","13","3.654","84.6","7.7",".",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"","270
005","","14","3.571","35.7","42.9","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
006","","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
007","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
008","","11","3.833","54.5","27.3",".",".",".",".",".",".",".",".",".",".",".",".","18.2","."
"Circuits Laboratory I","Course Total","","90","3.710","57.8","30.0","8.9",".",".",".","1.1",".",".",".",".",".",".",".","2.2","."
"","271
001","","14","3.571","35.7","42.9","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
002","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
003","","14","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
005","","10","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".",".","10.0",".","."
"","271
006","","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Circuits Laboratory II","Course Total","","69","3.868","78.3","14.5","5.8",".",".",".",".",".",".",".",".",".",".","1.4",".","."
"Trans Lines & Netwks Lab","301
001","","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electric Machines Lab","304
001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
001","","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Semiconductr Properties Lab","Course Total","","18","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Linear Active Circuits Lab","001
306","","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nonlinear Elec Circuits Lab","308
001","","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biomedical Engineering Lab","312
001","","10","3.600","30.0","60.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
001","","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
002","","9","3.611","44.4","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
003","","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
004","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Optoelectronics Lab","Course Total","","35","3.786","68.6","20.0","11.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
001","","10","3.550","30.0","50.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
002","","12","3.417","41.7","16.7","33.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","315
003","","9","3.389","44.4",".","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","315
004","","10","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Microprocessor Lab","Course Total","","41","3.512","43.9","22.0","29.3","2.4","2.4",".",".",".",".",".",".",".",".",".",".","."
"Sensors Laboratory","317
001","","15","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electrodynamics II","320
001","","54","2.759","24.1","14.8","16.7","18.5","11.1","9.3","5.6",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 116 of 386",""
