"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","8376","3.192","31.4","16.4","19.5","8.6","8.1","1.9","0.9","9.3","0.1","1.0",".","2.5","0.1","0.1","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","618","2.915","19.6","19.7","23.5","12.8","16.8","3.1","1.6","0.6",".","1.9",".",".",".",".","0.2","0.2"
"Sophomore","","1017","3.030","26.0","18.0","24.5","13.5","12.0","3.2","1.2","0.3",".","0.9",".",".",".","0.3","0.1","0.1"
"Junior","","1549","3.068","28.3","19.4","22.5","12.5","12.0","2.1","2.0","0.3",".","0.5",".",".","0.1","0.2","0.1","0.1"
"Senior","","2892","3.230","35.6","18.2","23.7","9.3","8.3","2.4","0.8","0.7","0.0","1.0",".",".","0.1","0.0",".","0.0"
"Undergraduates","","6076","3.120","30.5","18.6","23.5","11.2","10.7","2.5","1.2","0.5","0.0","1.0",".",".","0.1","0.1","0.0","0.1"
"Special","","164","3.289","28.0","18.9","24.4","3.7","6.1","1.2","0.6","11.6",".",".",".",".","0.6","2.4","2.4","."
"Graduate","","2128","3.655","34.3","9.8","7.8","1.6","0.7",".",".","34.3","0.2","1.0",".","9.7","0.0","0.0","0.5","0.0"
"Prof Yr 1","","3","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","3","2.571","33.3","33.3",".",".",".","33.3",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","6","3.154","16.7","16.7","33.3",".","16.7",".",".","16.7",".",".",".",".",".",".",".","."
"Prof Yr 4","","5","4.000","20.0",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","."
"Professionals","","17","3.138","23.5","17.6","17.6",".","5.9","5.9",".","29.4",".",".",".",".",".",".",".","."
"","College Total","8385","3.192","31.4","16.4","19.5","8.6","8.1","1.9","0.9","9.4","0.1","1.0",".","2.5","0.1","0.1","0.2","0.1"
