"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","207
093","20","3.825","70.0","25.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Modern Lit, I","Course Total","861","3.088","16.4","27.4","31.2","14.2","7.7","1.4","1.3","0.2","0.1",".",".",".",".",".","0.1","."
"","001
208","252","3.259","22.2","31.0","27.8","13.1","4.4",".","0.4","0.8",".",".",".",".",".","0.4",".","."
"","208
002","39","3.564","53.8","35.9","5.1",".",".",".","5.1",".",".",".",".",".",".",".",".","."
"","208
092","128","3.344","28.1","32.8","24.2","7.8","3.1","0.8","0.8",".",".",".",".",".",".","2.3",".","."
"Intro Modern Lit, II","Course Total","419","3.316","27.0","32.0","24.6","10.3","3.6","0.2","1.0","0.5",".",".",".",".",".","1.0",".","."
"","215
001","109","3.225","25.7","22.9","35.8","10.1","2.8","0.9","1.8",".",".",".",".",".",".",".",".","."
"","002
215","32","3.203","21.9","25.0","34.4","9.4","9.4",".",".",".",".",".",".",".",".",".",".","."
"","215
003","34","3.308","32.4","17.6","38.2","2.9","8.8",".",".",".",".",".",".",".",".",".",".","."
"English Lit before 1800","Course Total","175","3.235","26.3","22.3","36.0","8.6","5.1","0.6","1.1",".",".",".",".",".",".",".",".","."
"English Lit 1800-Present","001
216","111","3.300","18.9","36.9","32.4","8.1","1.8","0.9",".","0.9",".",".",".",".",".",".",".","."
"American Lit 1620-Present","217
001","97","3.211","35.1","21.6","21.6","9.3","4.1","2.1","4.1",".",".",".",".",".","1.0",".","1.0","."
"Shakespearean Drama","220
001","158","2.299","5.7","7.0","21.5","17.1","26.6","16.5","3.2","0.6",".",".",".",".",".","1.3",".","0.6"
"","236
001","19","3.583","57.9","5.3","26.3",".","5.3",".",".",".",".",".",".",".",".",".",".","5.3"
"","236
002","16","3.719","50.0","43.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bascom Course","Course Total","35","3.647","54.3","22.9","17.1",".","2.9",".",".",".",".",".",".",".",".",".",".","2.9"
"Women in Literature","250
001","34","3.313","8.8","47.1","32.4","5.9",".",".",".","2.9",".",".",".",".",".",".",".","2.9"
"","300
001","15","3.924","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
300","15","3.821","73.3","13.3",".","6.7",".",".",".","6.7",".",".",".",".",".",".",".","."
"","003
300","15","3.606","73.3","13.3","6.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","45","3.781","77.8","13.3","2.2","2.2",".",".","2.2","2.2",".",".",".",".",".",".",".","."
"","301
001","16","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
301","13","4.000","92.3",".",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"","301
004","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","Course Total","57","3.884","80.7","12.3","5.3",".",".",".",".","1.8",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","302
001","16","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Fiction Workshop","303
001","14","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Poetry Workshop","305
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Expository&Critical Writing","315
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Writng Across Curriculm","316
001","13","3.958","84.6","7.7",".",".",".",".",".",".",".",".",".",".",".","7.7",".","."
"Writing Internship","318
001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Beowulf","322
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Appl Eng Linguistics-Tchrs","325
001","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"ESL:Acad Presentatns & Disc","326
001","9","",".",".",".",".",".",".",".",".",".","88.9",".",".",".",".","11.1","."
"ESL:Prof&Acad Writng Skills","327
001","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
001","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
002","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
003","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
004","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Acad Skills Workshops","Course Total","53","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"The Structure of English","001
329","32","3.109","6.3","37.5","37.5","9.4","9.4",".",".",".",".",".",".",".",".",".",".","."
"English Phonology","330
001","13","3.731","61.5","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 202 of 386",""
