"Crit Care/Med ICU-Marshfld","987
004","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Elect Rheumtol-CSC/VAH","988
003","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","990
010","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDICINE
632","Dept. Total","376","3.535","43.4","18.9","13.8","0.3","0.5","",".","",".","21.5","",".",".","",".","",".","",".",".","0.5","1.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","7","3.500",".","14.3",".",".",".","",".","",".","28.6","",".",".","",".","",".","",".",".",".","57.1"
"Graduate","","1","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","11","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","26","3.731","76.9","11.5","7.7",".",".","",".","",".","3.8","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","90","3.426","36.7","22.2","33.3",".","1.1","",".","",".","6.7","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","239","3.630","40.6","19.7","8.4","0.4","0.4","",".","",".","29.7","",".",".","",".","",".","",".",".","0.8","."
"Professionals","","366","3.533","44.0","19.1","14.2","0.3","0.5","",".","",".","21.3","",".",".","",".","",".","",".",".","0.5","."
"","Dept. Total","376","3.535","43.4","18.9","13.8","0.3","0.5","",".","",".","21.5","",".",".","",".","",".","",".",".","0.5","1.1"
