"L&S","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAST ASIAN AREA STUDIES","Section","#","","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to East Asian Civ","222
001","","67","3.600","43.3","40.3","10.4","1.5","",".",".","","1.5",".","",".","",".",".","",".","",".","","3.0",".","."
"E A STDS
298","Dept. Total","","67","3.600","43.3","40.3","10.4","1.5","",".","",".","1.5","",".","",".",".","",".","",".","",".","3.0",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","31","3.516","41.9","41.9","9.7","3.2","",".","",".","3.2","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","20","3.650","40.0","50.0","10.0",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","5","3.500","40.0","20.0","40.0",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","11","3.833","54.5","27.3",".",".","",".","",".",".","",".","",".",".","",".","",".","",".","18.2",".","."
"Undergraduates","","","67","3.600","43.3","40.3","10.4","1.5","",".","",".","1.5","",".","",".",".","",".","",".","",".","3.0",".","."
"","Dept. Total","","67","3.600","43.3","40.3","10.4","1.5","",".","",".","1.5","",".","",".",".","",".","",".","",".","3.0",".","."
