"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"100","001","","14","3.500","21.4","57.1","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","002","","14","2.964","28.6",".","50.0","7.1","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"100","003","","15","3.500","20.0","60.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","004","","13","3.423","15.4","69.2","7.7",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"100","010","","15","3.000","6.7","40.0","20.0","13.3","6.7","6.7",".",".",".",".",".",".",".","6.7",".","."
"100","011","","14","3.250","14.3","35.7","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","012","","16","3.531","56.3","31.3","6.3",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"100","013","","14","3.538","42.9","21.4","21.4","7.1",".",".",".",".",".",".",".",".",".","7.1",".","."
"100","014","","15","3.067","6.7","40.0","20.0","26.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","015","","16","3.625","43.8","50.0",".",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"100","016","","13","3.231","30.8","23.1","23.1","7.7","15.4",".",".",".",".",".",".",".",".",".",".","."
"100","017","","12","3.542","50.0","25.0","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"100","018","","12","3.625","41.7","50.0",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","019","","14","3.536","35.7","35.7","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","020","","12","2.833",".","8.3","58.3","25.0","8.3",".",".",".",".",".",".",".",".",".",".","."
"100","021","","16","3.531","31.3","50.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","022","","8","3.313","12.5","50.0","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"100","023","","15","3.367","13.3","46.7","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","024","","14","3.036","14.3","7.1","50.0","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"100","025","","16","3.733","56.3","31.3",".","6.3",".",".",".",".",".",".",".",".",".","6.3",".","."
"100","026","","13","3.462","30.8","61.5",".",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"100","028","","15","3.567","53.3","20.0","20.0",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","029","","15","3.100","26.7","46.7","13.3",".",".",".","13.3",".",".",".",".",".",".",".",".","."
"100","030","","13","2.962","7.7","46.2","23.1","7.7","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"100","031","","14","3.321","14.3","42.9","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"100","032","","13","3.423","30.8","38.5","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"100","033","","15","3.367","20.0","53.3","13.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","034","","15","3.133","33.3","40.0","13.3",".",".",".","13.3",".",".",".",".",".",".",".",".","."
"100","035","","15","3.400","26.7","53.3","13.3",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"100","036","","15","3.500","40.0","33.3","20.0",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","037","","13","3.423","38.5","38.5","7.7",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"100","038","","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","039","","14","3.250","7.1","42.9","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"100","040","","15","3.400","46.7","20.0","6.7","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","041","","12","3.208",".","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","042","","10","3.100",".","50.0","30.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"100","043","","11","3.273","9.1","45.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"100","044","","11","3.182",".","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"100","045","","12","2.750","8.3","25.0","25.0","8.3","25.0","8.3",".",".",".",".",".",".",".",".",".","."
"100","046","","14","3.393","35.7","28.6","21.4","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"100","047","","12","3.458","25.0","50.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","048","","14","3.179","14.3","57.1","7.1","7.1","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"100","049","","12","3.000","8.3","33.3","50.0",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"100","056","","10","3.300","10.0","40.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","057","","15","3.000","20.0","6.7","33.3","33.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","058","","14","2.538",".","14.3","57.1",".",".","14.3","7.1",".",".",".",".",".",".","7.1",".","."
"","","","","","","","","","","","","","","","","","","","Page 179 of 386",""
