"","999
026","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
027","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
029","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","10","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"COUN PSY
270","Dept. Total","589","3.906","76.9","8.0","2.0","0.3","0.2","",".","0.5","7.3","",".","0.7","",".","2.2","0.8","0.7","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","68","3.938","83.8","11.8",".",".",".","",".",".",".","",".",".","",".",".",".","4.4",".","."
"Sophomore","","60","3.852","85.0","6.7","5.0",".",".","",".","1.7",".","",".",".","",".",".",".",".",".","1.7"
"Junior","","73","3.823","80.8","12.3",".","2.7","1.4","",".","1.4",".","",".",".","",".",".",".","1.4",".","."
"Senior","","115","3.867","83.5","9.6","4.3",".",".","",".","0.9","1.7","",".",".","",".",".",".",".",".","."
"Undergraduates","","316","3.863","83.2","10.1","2.5","0.6","0.3","",".","0.9","0.6","",".",".","",".",".",".","1.3",".","0.3"
"Special","","14","4.000","85.7",".",".",".",".","",".",".",".","",".",".","",".",".","7.1",".","7.1","."
"Graduate","","259","3.941","68.7","5.8","1.5",".",".","",".",".","15.8","",".","1.5","",".","5.0","1.5",".",".","."
"","Dept. Total","589","3.906","76.9","8.0","2.0","0.3","0.2","",".","0.5","7.3","",".","0.7","",".","2.2","0.8","0.7","0.2","0.2"
