"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"Appl Mathematical Analysis","322
001","12","2.875","25.0","8.3","41.7",".","16.7",".","8.3",".",".",".",".",".",".",".",".","."
"","340
001","33","2.561","18.2","15.2","18.2","6.1","24.2","12.1","6.1",".",".",".",".",".",".",".",".","."
"","002
340","31","2.887","41.9","9.7","12.9","6.5","12.9","6.5","9.7",".",".",".",".",".",".",".",".","."
"","003
340","38","2.513","21.1","10.5","18.4","18.4","7.9","13.2","10.5",".",".",".",".",".",".",".",".","."
"","340
004","28","3.241","32.1","28.6","10.7","17.9","3.6",".","3.6",".",".",".",".",".",".","3.6",".","."
"","005
340","36","2.514","19.4","11.1","13.9","13.9","22.2","13.9","5.6",".",".",".",".",".",".",".",".","."
"","340
006","42","2.845","31.0","2.4","26.2","9.5","23.8","2.4","4.8",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","208","2.739","26.9","12.0","17.3","12.0","16.3","8.2","6.7",".",".",".",".",".",".","0.5",".","."
"Basic Concepts of Math","371
001","21","2.300","4.8",".","9.5","28.6","47.6","4.8",".",".",".",".",".",".",".",".","4.8","."
"","431
001","37","3.176","35.1","10.8","29.7","8.1","13.5","2.7",".",".",".",".",".",".",".",".",".","."
"","002
431","27","2.389","11.1","11.1","18.5","7.4","29.6","22.2",".",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","64","2.844","25.0","10.9","25.0","7.8","20.3","10.9",".",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","001
435","7","3.250","14.3","28.6","28.6","14.3",".",".",".",".",".",".",".",".",".",".","14.3","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 246 of 386",""
