"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Indep Study & Research","Course Total","11","4.000","54.5",".",".",".",".",".",".","36.4",".",".",".","9.1",".",".",".","."
"COMP SCI
266","Dept. Total","3888","3.054","23.4","18.1","22.4","9.3","7.9","2.8","3.1","3.5","0.0","7.9","0.9","0.1","0.1","0.2","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","496","2.734","9.3","12.9","27.2","9.7","11.5","4.8","4.6",".",".","16.5","2.8",".",".","0.2",".","0.4"
"Sophomore","","903","2.950","14.8","18.4","27.6","11.8","8.5","2.1","3.7","0.1",".","12.1","0.7",".",".","0.1","0.1","."
"Junior","","795","2.946","16.2","19.7","29.4","10.7","9.7","3.6","3.0","0.1",".","5.7","0.9",".","0.1","0.5",".","0.3"
"Senior","","928","3.027","23.9","20.4","20.2","10.8","8.7","3.4","3.8","1.8",".","6.1","0.5",".",".","0.2",".","0.1"
"Undergraduates","","3122","2.940","17.0","18.4","25.8","10.9","9.4","3.3","3.7","0.6",".","9.4","1.0",".","0.0","0.3","0.0","0.2"
"Special","","70","3.204","34.3","20.0","15.7","4.3","8.6","1.4","4.3","5.7",".","4.3",".",".",".","1.4",".","."
"Graduate","","696","3.690","51.0","16.5","7.8","2.9","1.3","0.4","0.1","16.5","0.1","1.9","0.4","0.6","0.4",".",".","."
"","Dept. Total","3888","3.054","23.4","18.1","22.4","9.3","7.9","2.8","3.1","3.5","0.0","7.9","0.9","0.1","0.1","0.2","0.0","0.1"
