"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","101
003","15","1.633","20.0","6.7","6.7",".","13.3","13.3","40.0",".",".",".",".",".",".",".",".","."
"","004
101","16","1.875","6.3","6.3","25.0","6.3","12.5","25.0","18.8",".",".",".",".",".",".",".",".","."
"","101
005","20","2.200","20.0","5.0","15.0","5.0","25.0","15.0","15.0",".",".",".",".",".",".",".",".","."
"","101
007","20","1.750","10.0","5.0","15.0","5.0","25.0","10.0","30.0",".",".",".",".",".",".",".",".","."
"","101
008","17","2.059",".","5.9","23.5","5.9","41.2","17.6","5.9",".",".",".",".",".",".",".",".","."
"","101
009","20","2.026","10.0","5.0","5.0","10.0","40.0","15.0","10.0",".",".",".",".",".",".",".",".","5.0"
"","101
011","18","2.028","11.1","5.6","22.2",".","33.3","5.6","22.2",".",".",".",".",".",".",".",".","."
"Intermediate Algebra","Course Total","126","1.948","11.1","5.6","15.9","4.8","27.8","14.3","19.8",".",".",".",".",".",".",".",".","0.8"
"","112
003","13","2.292","23.1",".","7.7","7.7","30.8","15.4","7.7",".",".",".",".",".",".","7.7",".","."
"","112
005","19","1.974","15.8",".","5.3","5.3","47.4","10.5","15.8",".",".",".",".",".",".",".",".","."
"","112
020","21","2.525","28.6",".","14.3","14.3","19.0","9.5","9.5",".",".",".",".",".",".","4.8",".","."
"","112
021","21","2.125",".","9.5","14.3","4.8","47.6","19.0",".",".",".",".",".",".",".",".",".","4.8"
"","025
112","22","2.068","4.5",".","31.8","4.5","31.8","18.2","9.1",".",".",".",".",".",".",".",".","."
"","028
112","24","2.104","8.3",".","25.0","12.5","29.2","12.5","12.5",".",".",".",".",".",".",".",".","."
"","035
112","18","2.639","22.2","5.6","22.2",".","38.9","11.1",".",".",".",".",".",".",".",".",".","."
"","040
112","27","2.000",".","3.7","14.8","3.7","51.9","22.2",".",".",".",".",".",".","3.7",".",".","."
"","045
112","19","2.737","31.6","5.3","26.3","5.3","15.8","5.3","10.5",".",".",".",".",".",".",".",".","."
"","112
055","20","2.100","5.0","5.0","15.0","15.0","35.0","20.0","5.0",".",".",".",".",".",".",".",".","."
"","112
057","19","2.553","15.8","5.3","31.6",".","31.6","15.8",".",".",".",".",".",".",".",".",".","."
"","112
058","19","2.167","15.8",".","15.8","21.1","15.8","10.5","15.8",".",".",".",".",".",".","5.3",".","."
"","112
066","21","2.214","19.0",".","14.3","14.3","23.8","19.0","9.5",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","263","2.254","13.7","2.7","18.6","8.4","32.7","14.8","7.2",".",".",".",".",".","0.4","1.1",".","0.4"
"","113
001","18","2.389","5.6","11.1","44.4",".","16.7","11.1","11.1",".",".",".",".",".",".",".",".","."
"","113
004","10","2.778","10.0","10.0","40.0","10.0","10.0","10.0",".","10.0",".",".",".",".",".",".",".","."
"","113
006","16","2.438","12.5","12.5","25.0","12.5","12.5","18.8","6.3",".",".",".",".",".",".",".",".","."
"","010
113","31","2.323","9.7","9.7","22.6","16.1","19.4","12.9","9.7",".",".",".",".",".",".",".",".","."
"","113
011","17","2.559",".","11.8","41.2","5.9","35.3","5.9",".",".",".",".",".",".",".",".",".","."
"","012
113","17","2.147","5.9","11.8","17.6","5.9","23.5","35.3",".",".",".",".",".",".",".",".",".","."
"","113
016","20","2.605","20.0","10.0","30.0","5.0","10.0","10.0","10.0",".",".",".",".",".","5.0",".",".","."
"","113
017","26","1.519","7.7","3.8","3.8","7.7","19.2","38.5","19.2",".",".",".",".",".",".",".",".","."
"","113
018","16","2.625","12.5","12.5","25.0","12.5","25.0","12.5",".",".",".",".",".",".",".",".",".","."
"","020
113","14","2.192","14.3","14.3","7.1","7.1","14.3","28.6","7.1",".",".",".",".",".",".","7.1",".","."
"","113
022","18","2.222","16.7",".","11.1","11.1","38.9","16.7","5.6",".",".",".",".",".",".",".",".","."
"","113
023","17","2.324","5.9","17.6","17.6","11.8","23.5","17.6","5.9",".",".",".",".",".",".",".",".","."
"","027
113","12","1.917","8.3",".","25.0",".","25.0","33.3","8.3",".",".",".",".",".",".",".",".","."
"","113
028","20","2.575","10.0","10.0","15.0","25.0","35.0","5.0",".",".",".",".",".",".",".",".",".","."
"","113
035","18","2.667","16.7","22.2","16.7","11.1","22.2",".","11.1",".",".",".",".",".",".",".",".","."
"","036
113","15","2.533","13.3","13.3","26.7","13.3","13.3","13.3","6.7",".",".",".",".",".",".",".",".","."
"","113
038","14","2.571","21.4",".","21.4","28.6","14.3","7.1","7.1",".",".",".",".",".",".",".",".","."
"","113
039","17","2.438","29.4",".","11.8","11.8","17.6","11.8","11.8",".",".",".",".",".",".","5.9",".","."
"","113
041","13","2.308","7.7","7.7","15.4","23.1","23.1","23.1",".",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","329","2.349","11.9","9.4","21.3","11.6","21.3","16.4","7.0","0.3",".",".",".",".","0.3","0.6",".","."
"","130
001","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","130
002","24","3.688","66.7","12.5","16.7",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","130
003","18","3.250","27.8","22.2","27.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
