"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","11739","3.717","55.2","17.4","8.2","2.0","1.7","0.5","0.3","9.0","0.1","3.9",".","0.7","0.3","0.3","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","700","3.340","41.0","26.4","14.4","4.0","6.7","3.0","0.7","1.9",".",".",".",".","0.3","1.3","0.1","0.1"
"Sophomore","","1389","3.562","51.0","23.2","12.7","3.3","3.0","1.2","0.8","4.0",".",".",".",".","0.1","0.4","0.2","0.1"
"Junior","","2067","3.617","50.7","23.3","11.4","3.0","2.5","0.5","0.5","5.6",".","2.0",".",".","0.0","0.3","0.1","0.1"
"Senior","","4721","3.746","55.0","16.8","7.6","1.7","1.1","0.1","0.2","8.6","0.2","8.2",".",".","0.1","0.2","0.0","0.0"
"Undergraduates","","8877","3.659","52.3","20.1","9.8","2.4","2.2","0.6","0.4","6.6","0.1","4.8",".",".","0.1","0.3","0.1","0.1"
"Special","","482","3.792","58.1","13.7","5.2","1.9","0.6","0.4","0.6","10.2",".","4.4",".",".","2.1","0.6","2.1","0.2"
"Graduate","","2339","3.917","66.3","8.0","2.4","0.1","0.1",".",".","17.4","0.2","0.5",".","3.5","0.9","0.2","0.1","0.0"
"Prof Yr 1","","4","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","9","3.500","11.1","22.2","11.1",".",".",".",".","55.6",".",".",".",".",".",".",".","."
"Prof Yr 3","","28","3.579","28.6","21.4","14.3",".",".",".",".","35.7",".",".",".",".",".",".",".","."
"Professionals","","41","3.574","26.8","22.0","14.6",".",".",".",".","36.6",".",".",".",".",".",".",".","."
"","College Total","11739","3.717","55.2","17.4","8.2","2.0","1.7","0.5","0.3","9.0","0.1","3.9",".","0.7","0.3","0.3","0.2","0.1"
