"CHEMICAL & BIOLOGICAL ENGR Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","",""
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Independent Studies","Course Total","","4","***","","","","","","","","","","","","","","","",""
"730
Chem Reactor Principles","001","","12","3.458","50.0","8.3","33.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"731
Computnl Modllng-Reactv Sys","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"735
Kinetics and Catalysis","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"760
Adv Problems-Chemical Engr","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","8","",".",".",".",".",".",".",".","87.5",".",".",".","12.5",".",".",".","."
"830
Topics-Solid Catalysts","001","","9","3.556","44.4","22.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"890","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","002","","6","",".",".",".",".",".",".",".","16.7",".",".",".","83.3",".",".",".","."
"890","003","","6","",".",".",".",".",".",".",".","16.7",".",".",".","83.3",".",".",".","."
"890","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","008","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","011","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","012","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","014","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","016","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator's Research","Course Total","","54","",".",".",".",".",".",".",".","57.4",".",".",".","40.7","1.9",".",".","."
"920
Smr:Adv in Transport Phenom","001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"925
Rheology Research Seminar","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"932","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"932","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Biotechnol Traing Prgm Smr","Course Total","","5","***","","","","","","","","","","","","","","","",""
"935
Appl-Chem Prin to New Proc","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"960
Research Seminar","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"961
Seminar-Chem Engineering","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"970
Process Anal,Syn,Dyn&Contrl","001","","8","4.000","87.5",".",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"990","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 110 of 386",""
