"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASIAN AMERICAN STUDIES","Section","#","","Ave","A","AB","B","BC","C","","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Asian Amer Studies","101
001","","37","3.600","51.4","24.3","13.5","2.7","",".","2.7",".","5.4",".","",".",".","",".","",".","",".",".","."
"Topics-Asian Amer Culture","260
001","","10","4.000","100.0",".",".",".","",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Asian Americans-US Schools","470
001","","20","2.917","10.0","25.0","35.0","10.0","",".","5.0","5.0","5.0",".","",".",".","",".","",".","","5.0",".","."
"Special Topics","540
001","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Humanities Topics","560
001","","11","3.550","36.4","27.3","27.3",".","",".",".",".","9.1",".","",".",".","",".","",".","",".",".","."
"ASIAN AM
184","Dept. Total","","79","3.463","44.3","22.8","19.0","3.8","",".","2.5","1.3","5.1","",".",".","",".","",".","",".","1.3",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","5","3.000","40.0","20.0",".","20.0","",".","20.0",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","10","3.839","80.0","10.0","10.0",".","",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","28","3.593","42.9","32.1","17.9","3.6","",".",".",".",".","",".",".","",".","",".","",".","3.6",".","."
"Senior","","","32","3.259","37.5","12.5","28.1","3.1","",".","3.1","3.1","12.5","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","75","3.453","45.3","20.0","20.0","4.0","",".","2.7","1.3","5.3","",".",".","",".","",".","",".","1.3",".","."
"Graduate","","","1","3.500",".","100.0",".",".","",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","3","3.667","33.3","66.7",".",".","",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","3","3.667","33.3","66.7",".",".","",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","79","3.463","44.3","22.8","19.0","3.8","",".","2.5","1.3","5.1","",".",".","",".","",".","",".","1.3",".","."
