"Research","Course Total","13","3.000",".",".","7.7",".",".",".",".","84.6","",".",".","",".","7.7","",".",".",".","."
"","999
026","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
035","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Research","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"L SC COM
120","Dept. Total","475","3.482","43.8","24.0","20.4","4.8","2.5","0.6","0.8","2.3","",".",".","",".","0.2","",".",".","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","62","3.232","32.3","27.4","24.2","1.6","6.5",".","6.5",".","",".",".","",".",".","",".",".",".","1.6"
"Sophomore","","52","3.400","40.4","21.2","25.0","13.5",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","97","3.548","46.4","24.7","24.7","3.1","1.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","208","3.478","42.3","27.4","20.7","5.8","2.4","1.4",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","419","3.448","41.5","26.0","22.7","5.5","2.4","0.7","1.0",".","",".",".","",".",".","",".",".",".","0.2"
"Special","","7","3.647","71.4",".",".",".","14.3",".",".",".","",".",".","",".",".","",".",".","14.3","."
"Graduate","","49","3.844","59.2","10.2","4.1",".","2.0",".",".","22.4","",".",".","",".","2.0","",".",".",".","."
"","Dept. Total","475","3.482","43.8","24.0","20.4","4.8","2.5","0.6","0.8","2.3","",".",".","",".","0.2","",".",".","0.2","0.2"
