"","990
033","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
034","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
038","4","***","","","","","","","","","",".",".",".",".","",".",".","."
"Thesis","Course Total","36","",".",".",".",".",".",".",".","80.6",".",".",".","19.4","",".",".",".","."
"SPANISH
912","Dept. Total","2522","3.199","31.4","22.1","23.9","8.0","8.5","2.0","1.1","2.4",".",".",".","0.3","",".","0.0",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","495","3.085","20.4","24.8","30.9","8.9","11.1","2.0","1.6",".",".",".",".",".","",".","0.2",".","."
"Sophomore","","684","3.227","32.0","21.9","27.3","7.7","8.0","1.3","1.2","0.3",".",".",".",".","",".",".",".","0.1"
"Junior","","596","3.161","31.4","22.0","23.3","9.4","8.1","2.9","1.5","1.2",".",".",".",".","",".",".",".","0.3"
"Senior","","586","3.231","38.1","21.0","17.9","7.3","9.7","2.6","0.7","2.7",".",".",".",".","",".",".",".","."
"Undergraduates","","2361","3.179","30.9","22.3","24.7","8.3","9.1","2.2","1.2","1.1",".",".",".",".","",".","0.0",".","0.1"
"Special","","21","3.651","47.6","33.3","9.5","4.8",".",".",".","4.8",".",".",".",".","",".",".",".","."
"Graduate","","132","3.645","37.9","16.7","10.6","3.8",".",".",".","25.8",".",".",".","5.3","",".",".",".","."
"Prof Yr 2","","6","3.500","33.3","16.7","33.3",".",".",".",".","16.7",".",".",".",".","",".",".",".","."
"Prof Yr 3","","3","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","9","3.500","33.3","22.2","33.3",".",".",".",".","11.1",".",".",".",".","",".",".",".","."
"","Dept. Total","2523","3.199","31.4","22.1","23.9","8.0","8.5","2.0","1.1","2.4",".",".",".","0.3","",".","0.0",".","0.1"
