"","999
074","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
086","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
087","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
088","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","31","3.836","61.3","3.2","6.5",".",".",".",".","19.4",".",".","",".","3.2","6.5",".",".","."
"HISTORY
448","Dept. Total","3779","3.297","29.4","26.2","23.1","7.9","4.0","1.2","1.2","4.9","0.0","0.1","",".","1.0","0.4","0.2","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","390","3.089","17.2","26.7","31.5","14.9","5.4","1.8","1.8",".",".",".","",".",".","0.3",".","0.3","0.3"
"Sophomore","","783","3.306","30.0","28.0","26.4","8.7","4.1","1.4","0.8","0.1",".",".","",".",".",".","0.1","0.1","0.3"
"Junior","","930","3.285","27.4","31.4","24.8","8.3","4.2","1.2","1.5","0.5",".",".","",".",".","0.1","0.1","0.2","0.2"
"Senior","","1290","3.294","31.0","25.5","23.3","7.3","4.6","1.3","1.3","4.3","0.1","0.2","",".",".","0.7","0.3","0.2","."
"Undergraduates","","3393","3.269","28.2","27.8","25.4","8.8","4.5","1.4","1.3","1.8","0.0","0.1","",".",".","0.3","0.2","0.2","0.1"
"Special","","35","3.387","25.7","14.3","11.4","5.7","5.7",".",".","31.4",".","2.9","",".",".",".",".","2.9","."
"Graduate","","351","3.844","41.6","11.4","2.3","0.3",".",".",".","32.2",".",".","",".","10.3","1.4",".","0.6","."
"","Dept. Total","3779","3.297","29.4","26.2","23.1","7.9","4.0","1.2","1.2","4.9","0.0","0.1","",".","1.0","0.4","0.2","0.2","0.1"
