"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2277","3.354","34.9","22.3","20.9","8.3","4.3","1.0","0.7","2.7","0.0","4.0",".","0.6","0.1","0.1","0.0","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","67","3.243","26.9","31.3","17.9","14.9","7.5","1.5",".",".",".",".",".",".",".",".",".","."
"Sophomore","","289","3.189","27.7","22.8","29.4","10.7","5.5","2.8","1.0",".",".",".",".",".",".",".",".","."
"Junior","","603","3.353","36.7","21.2","22.7","9.1","4.5","0.3","1.2",".",".","4.0",".",".",".",".",".","0.3"
"Senior","","1140","3.367","34.1","23.8","20.3","7.9","4.3","1.0","0.4","2.3",".","5.9",".",".",".","0.2",".","."
"Undergraduates","","2099","3.333","33.7","23.2","22.2","8.9","4.6","1.0","0.7","1.2",".","4.3",".",".",".","0.1",".","0.1"
"Special","","21","3.528","42.9","23.8","4.8","9.5","4.8",".",".","9.5",".","4.8",".",".",".",".",".","."
"Graduate","","157","3.766","49.0","10.8","7.0",".",".",".","0.6","21.0","0.6",".",".","8.9","1.3",".","0.6","."
"","College Total","2277","3.354","34.9","22.3","20.9","8.3","4.3","1.0","0.7","2.7","0.0","4.0",".","0.6","0.1","0.1","0.0","0.1"
