"TERM : 1004","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1999-2000","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","",""
"HIST SCI
456","Dept. Total","448","3.284","29.9","21.7","21.2","7.6","7.1","0.2","1.1","6.9","0.7","1.1","",".","1.1","0.9",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","43","2.952","11.6","16.3","37.2","20.9","14.0",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","104","3.236","28.8","26.9","26.0","7.7","9.6",".","1.0",".",".",".","",".",".",".",".",".","."
"Junior","","101","3.184","26.7","23.8","22.8","13.9","5.0",".","3.0","2.0","2.0",".","",".",".",".",".","1.0","."
"Senior","","129","3.363","35.7","22.5","21.7","2.3","8.5","0.8","0.8","7.0","0.8",".","",".",".",".",".",".","."
"Undergraduates","","377","3.230","28.6","23.3","24.9","9.0","8.5","0.3","1.3","2.9","0.8",".","",".",".",".",".","0.3","."
"Special","","7","4.000","42.9",".",".",".",".",".",".","14.3",".","14.3","",".",".","14.3",".","14.3","."
"Graduate","","67","3.849","32.8","13.4",".",".",".",".",".","28.4",".","13.4","",".","7.5","4.5",".",".","."
"Prof Yr 1","","2","3.500","50.0",".","50.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","2","3.500","50.0",".","50.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","453","3.284","29.6","21.4","21.0","7.5","7.1","0.2","1.1","6.8","0.7","2.2","",".","1.1","0.9",".","0.4","."
