"","999
540","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
909","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
929","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
963","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Ind Work-Applied Music","Course Total","31","3.950","90.3","3.2","3.2",".",".","",".",".","3.2",".",".","",".","",".","",".",".",".","."
"MUS PERF
664","Dept. Total","557","3.822","73.8","16.7","6.8","0.9","0.9","",".","0.2","0.5","0.2",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","43","3.750","67.4","16.3","11.6","2.3","2.3","",".",".",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","99","3.756","65.7","25.3","6.1","1.0","1.0","",".",".","1.0",".",".","",".","",".","",".",".",".","."
"Junior","","128","3.734","61.7","24.2","11.7",".","1.6","",".","0.8",".",".",".","",".","",".","",".",".",".","."
"Senior","","163","3.879","80.4","12.9","4.9","0.6","0.6","",".",".","0.6",".",".","",".","",".","",".",".",".","."
"Undergraduates","","433","3.796","70.2","19.4","7.9","0.7","1.2","",".","0.2","0.5",".",".","",".","",".","",".",".",".","."
"Special","","17","3.926","88.2","5.9","5.9",".",".","",".",".",".",".",".","",".","",".","",".",".",".","."
"Graduate","","107","3.903","86.0","7.5","2.8","1.9",".","",".",".","0.9","0.9",".","",".","",".","",".",".",".","."
"","Dept. Total","557","3.822","73.8","16.7","6.8","0.9","0.9","",".","0.2","0.5","0.2",".","",".","",".","",".",".",".","."
