"ALS","","","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","",""
"RUR SOC
864","Dept. Total","148","3.569","56.8","9.5","11.5","4.1","4.7","0.7","",".","10.1","0.7",".","",".","1.4","",".",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","3.188","37.5","25.0",".","12.5","25.0",".","",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","","19","3.458","52.6","5.3","26.3","5.3","5.3",".","",".",".",".",".","",".",".","",".",".","5.3","."
"Junior","","23","3.355","39.1","17.4","26.1","8.7","8.7",".","",".",".",".",".","",".",".","",".",".",".","."
"Senior","","44","3.564","63.6","11.4","13.6","4.5","4.5","2.3","",".",".",".",".","",".",".","",".",".",".","."
"Undergraduates","","94","3.460","53.2","12.8","18.1","6.4","7.4","1.1","",".",".",".",".","",".",".","",".",".","1.1","."
"Special","","4","3.667","25.0","50.0",".",".",".",".","",".","25.0",".",".","",".",".","",".",".",".","."
"Graduate","","50","4.000","66.0",".",".",".",".",".","",".","28.0","2.0",".","",".","4.0","",".",".",".","."
"","Dept. Total","148","3.569","56.8","9.5","11.5","4.1","4.7","0.7","",".","10.1","0.7",".","",".","1.4","",".",".","0.7","."
