"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","105
001","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
002","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
004","16","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
011","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","012
105","9","4.000","88.9",".",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"","105
013","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Dev; Awareness Proc","Course Total","70","3.906","82.9","12.9","2.9",".",".",".",".","1.4",".",".",".",".",".",".",".","."
"Human Dev:Career Strategies","110
001","15","3.786","80.0",".","6.7",".","6.7",".",".","6.7",".",".",".",".",".",".",".","."
"","115
001","20","3.842","80.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".",".","5.0",".","."
"","115
002","25","3.717","48.0","40.0",".","4.0",".",".",".",".",".",".",".",".",".","8.0",".","."
"","115
003","14","3.654","78.6","7.1",".",".",".",".","7.1",".",".",".",".",".",".",".","7.1","."
"","115
004","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
005","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
006","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
007","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
008","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
009","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","013
115","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".",".",".",".","11.1"
"","014
115","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".","16.7",".","."
"Human Dev: Ed Effectiveness","Course Total","114","3.870","80.7","10.5","0.9","1.8",".",".","0.9",".",".",".",".",".",".","3.5","0.9","0.9"
"Theory & Prac-Interviewing","650
001","125","3.860","86.4","8.8","3.2",".",".",".","1.6",".",".",".",".",".",".",".",".","."
"Independent Reading","699
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Counslng-Community Settings","791
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Thry&Prac:Grp Work-Cnslrs","802
001","30","3.800","63.3","33.3","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Guid Prog Plan & Management","803
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Suprvsd Pract-Counseling I","806
001","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","808
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","808
003","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","808
005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Suprvsd Prac-Coun III: Adv","Course Total","20","3.943","90.0",".","5.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Master Intrshp-Cnslg & Guid","810
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Devlp Thry-Stdt Affrs","855
001","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Thry&Prac-Career Interventn","865
001","23","3.957","95.7",".","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Assess Tech-Couns Psych","890
001","11","3.900","72.7","18.2",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"","900
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","900
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","003
900","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cnsl Psychology Practicum","Course Total","11","3.914","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Couns Psych Practicum","901
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","902
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","902
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
