"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","28","2.393","17.9","7.1","17.9",".","39.3","10.7","7.1",".",".",".",".",".",".",".",".","."
"","002
100","26","2.635","19.2","3.8","26.9","15.4","23.1","7.7","3.8",".",".",".",".",".",".",".",".","."
"","100
003","23","2.500","13.0","13.0","17.4","8.7","30.4","17.4",".",".",".",".",".",".",".",".",".","."
"","004
100","30","2.500","23.3","3.3","10.0","10.0","40.0","10.0","3.3",".",".",".",".",".",".",".",".","."
"","100
005","26","2.962","23.1","3.8","50.0","3.8","15.4",".","3.8",".",".",".",".",".",".",".",".","."
"","100
006","33","2.712","12.1","9.1","30.3","12.1","33.3","3.0",".",".",".",".",".",".",".",".",".","."
"","100
007","27","2.796","14.8","3.7","44.4","7.4","25.9","3.7",".",".",".",".",".",".",".",".",".","."
"","100
008","39","2.846","25.6","5.1","30.8","5.1","25.6","7.7",".",".",".",".",".",".",".",".",".","."
"","009
100","26","2.788","19.2","3.8","42.3",".","26.9","7.7",".",".",".",".",".",".",".",".",".","."
"","100
010","35","2.871","20.0","11.4","40.0","2.9","20.0",".","5.7",".",".",".",".",".",".",".",".","."
"","011
100","31","2.839","22.6","12.9","25.8","6.5","25.8","3.2","3.2",".",".",".",".",".",".",".",".","."
"","100
012","33","2.697","12.1","9.1","30.3","9.1","36.4","3.0",".",".",".",".",".",".",".",".",".","."
"","100
013","27","2.926","14.8","7.4","48.1","7.4","22.2",".",".",".",".",".",".",".",".",".",".","."
"","100
014","31","2.871","25.8","9.7","22.6","9.7","25.8","6.5",".",".",".",".",".",".",".",".",".","."
"","100
015","31","2.581","19.4","3.2","29.0","3.2","29.0","16.1",".",".",".",".",".",".",".",".",".","."
"","016
100","31","2.710","12.9","19.4","25.8",".","32.3","9.7",".",".",".",".",".",".",".",".",".","."
"","017
100","29","2.172","10.3",".","31.0",".","34.5","13.8","10.3",".",".",".",".",".",".",".",".","."
"Introductory Accounting","Course Total","506","2.700","18.2","7.5","30.6","5.9","28.7","6.9","2.2",".",".",".",".",".",".",".",".","."
"","211
001","32","3.381","40.6","21.9","21.9","3.1","12.5",".",".",".",".",".",".",".",".",".",".","."
"","211
002","38","3.000","21.1","15.8","26.3","21.1","13.2","2.6",".",".",".",".",".",".",".",".",".","."
"","211
003","37","3.135","21.6","10.8","45.9","16.2","5.4",".",".",".",".",".",".",".",".",".",".","."
"","211
004","39","3.051","15.4","25.6","33.3","10.3","12.8","2.6",".",".",".",".",".",".",".",".",".","."
"","211
005","40","2.975","20.0","12.5","42.5","7.5","12.5","2.5","2.5",".",".",".",".",".",".",".",".","."
"","211
006","40","2.923","17.5","12.5","40.0","7.5","15.0","2.5","2.5",".",".",".",".",".",".","2.5",".","."
"","007
211","27","3.056","22.2","7.4","48.1","11.1","7.4","3.7",".",".",".",".",".",".",".",".",".","."
"","211
008","37","2.986","29.7","8.1","32.4","5.4","18.9","2.7","2.7",".",".",".",".",".",".",".",".","."
"","211
009","25","3.229","24.0","20.0","32.0","16.0","4.0",".",".",".",".",".",".",".",".","4.0",".","."
"","211
010","51","2.980","27.5","7.8","27.5","19.6","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"","211
011","51","3.206","31.4","21.6","21.6","15.7","5.9","3.9",".",".",".",".",".",".",".",".",".","."
"Prin of Managerial Acctg","Course Total","417","3.075","24.7","14.9","33.1","12.5","11.0","2.6","0.7",".",".",".",".",".",".","0.5",".","."
"","300
001","42","2.829","21.4","16.7","21.4","11.9","16.7","4.8","4.8",".",".",".",".",".",".",".",".","2.4"
"","300
002","43","2.893","25.6","9.3","27.9","2.3","25.6","7.0",".","2.3",".",".",".",".",".",".",".","."
"","300
003","42","2.988","16.7","14.3","42.9","2.4","23.8",".",".",".",".",".",".",".",".",".",".","."
"","004
300","26","3.019","19.2","23.1","30.8","11.5","7.7","7.7",".",".",".",".",".",".",".",".",".","."
"","005
300","43","3.035","27.9","9.3","32.6","7.0","20.9","2.3",".",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","196","2.948","22.4","13.8","31.1","6.6","19.9","4.1","1.0","0.5",".",".",".",".",".",".",".","0.5"
"","001
301","31","2.871","19.4","9.7","32.3","22.6","9.7","3.2","3.2",".",".",".",".",".",".",".",".","."
"","301
002","38","2.816","18.4","10.5","26.3","10.5","31.6","2.6",".",".",".",".",".",".",".",".",".","."
"","301
003","41","2.915","19.5","24.4","9.8","17.1","26.8","2.4",".",".",".",".",".",".",".",".",".","."
"","301
004","41","2.902","22.0","9.8","26.8","29.3","4.9","4.9","2.4",".",".",".",".",".",".",".",".","."
"","301
005","40","3.167","20.0","10.0","50.0","17.5",".",".",".",".",".",".",".",".",".","2.5",".","."
"Intermediate Accounting I","Course Total","191","2.937","19.9","13.1","28.8","19.4","14.7","2.6","1.0",".",".",".",".",".",".","0.5",".","."
"","001
302","35","2.779","14.3","5.7","40.0","2.9","31.4","2.9",".","2.9",".",".",".",".",".",".",".","."
"","002
302","37","3.203","24.3","5.4","59.5","8.1","2.7",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Accounting II","Course Total","72","3.000","19.4","5.6","50.0","5.6","16.7","1.4",".","1.4",".",".",".",".",".",".",".","."
