"","601
015","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","601
035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Internship","Course Total","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Hlth Communication-Info Age","617
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"FAM COM
464","Dept. Total","","26","3.711","50.0","11.5","7.7",".","3.8",".",".",".",".","26.9",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","","4","3.833","50.0","25.0",".",".",".",".",".",".",".","25.0",".",".",".",".",".","."
"Senior","","","12","3.500","33.3",".","8.3",".","8.3",".",".",".",".","50.0",".",".",".",".",".","."
"Undergraduates","","","26","3.711","50.0","11.5","7.7",".","3.8",".",".",".",".","26.9",".",".",".",".",".","."
"","Dept. Total","","26","3.711","50.0","11.5","7.7",".","3.8",".",".",".",".","26.9",".",".",".",".",".","."
