"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","139","3.537","50.4","20.9","12.2","5.0","3.6","",".","0.7","5.8","",".",".","",".","",".","0.7",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.500","50.0","33.3",".",".","16.7","",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","16","3.357","37.5","18.8","18.8","18.8",".","",".",".",".","",".",".","",".","",".",".",".","6.3","."
"Junior","","31","3.514","45.2","25.8","16.1","3.2","6.5","",".",".","3.2","",".",".","",".","",".",".",".",".","."
"Senior","","47","3.520","44.7","27.7","14.9","2.1","2.1","",".","2.1","6.4","",".",".","",".","",".",".",".",".","."
"Undergraduates","","100","3.490","44.0","26.0","15.0","5.0","4.0","",".","1.0","4.0","",".",".","",".","",".",".",".","1.0","."
"Special","","7","3.000","28.6","14.3","14.3","28.6",".","",".",".","14.3","",".",".","",".","",".",".",".",".","."
"Graduate","","32","3.852","75.0","6.3","3.1",".","3.1","",".",".","9.4","",".",".","",".","",".","3.1",".",".","."
"","Dept. Total","139","3.537","50.4","20.9","12.2","5.0","3.6","",".","0.7","5.8","",".",".","",".","",".","0.7",".","0.7","."
