"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"POLITICAL SCIENCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"Intro-Internatl Relations","103","001","266","3.127","12.4","33.8","34.6","11.7","4.5","0.4","1.9",".",".",".",".",".",".","0.4",".","0.4"
"Intro-Amer Politcs&Governmt","104","001","517","2.758","14.7","15.5","25.0","18.2","17.6","6.8","2.1","0.2",".",".",".",".",".",".",".","."
"","106","001","169","3.121","14.2","24.3","45.0","8.3","7.1","0.6","0.6",".",".",".",".",".",".",".",".","."
"","106","002","141","2.839","17.0","16.3","27.7","14.9","15.6","3.5","3.5",".",".",".",".",".",".","1.4",".","."
"Intro-Comparative Politics","","Course Total","310","2.994","15.5","20.6","37.1","11.3","11.0","1.9","1.9",".",".",".",".",".",".","0.6",".","."
"Intro to American Politics","184","001","18","3.639","44.4","38.9","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","199","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","199","014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","199","200","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","205","001","79","3.045","12.7","30.4","25.3","16.5","10.1","2.5",".",".",".",".",".",".","2.5",".",".","."
"","205","002","46","2.815","13.0","19.6","26.1","21.7","10.9","6.5","2.2",".",".",".",".",".",".",".",".","."
"Intro to State Government","","Course Total","125","2.959","12.8","26.4","25.6","18.4","10.4","4.0","0.8",".",".",".",".",".","1.6",".",".","."
"Intro to Political Theory","209","001","175","3.249","14.3","49.1","25.7","4.6","1.7",".","3.4",".",".",".",".",".","1.1",".",".","."
"Intro to East Asian Civ","222","001","21","3.750","61.9","19.0","14.3",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"SE Asia:Vietnam to Philipns","244","001","7","3.571","57.1",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Eastern Europe:Interdis Survey","254","001","18","3.472","38.9","27.8","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Latin America-Introduction","260","001","44","3.456","31.8","36.4","18.2","4.5","4.5",".",".",".",".",".",".",".","2.3","2.3",".","."
"Africa: Introductory Survey","277","001","27","3.148","14.8","37.0","33.3","7.4","3.7",".","3.7",".",".",".",".",".",".",".",".","."
"Politics of World Economy","312","001","44","3.219","31.8","18.2","31.8","9.1","2.3","2.3","2.3","2.3",".",".",".",".",".",".",".","."
"Bargaining in Global Econmy","313","001","9","3.514","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intl Institutns&World Order","337","001","86","3.298","24.4","43.0","11.6","11.6","5.8","2.3",".",".",".",".",".",".",".",".","1.2","."
"SE Asian Intrnatl Relations","339","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Amer Foreign Policy","359","001","63","3.230","15.9","36.5","27.0","11.1","6.3",".",".",".",".",".",".",".","3.2",".",".","."
"Anal of Internatl Relations","376","001","42","3.353","16.7","47.6","28.6","4.8","2.4",".",".",".",".",".",".",".",".",".",".","."
"","401","000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","001","49","3.462","32.7","32.7","22.4","8.2",".",".",".","4.1",".",".",".",".",".",".",".","."
"","401","002","40","3.489","37.5","37.5","12.5","2.5","2.5","2.5",".","2.5",".",".",".",".",".","2.5",".","."
"Selected Topics-Poli Sci","","Course Total","90","3.474","34.4","35.6","17.8","5.6","1.1","1.1",".","3.3",".",".",".",".",".","1.1",".","."
"","404","001","145","2.940","11.0","26.2","32.4","14.5","11.7","2.8","1.4",".",".",".",".",".",".",".",".","."
"","404","002","36","3.429","41.7","22.2","22.2","5.6","2.8","2.8",".",".",".",".",".",".","2.8",".",".","."
"Amer Politics & Government","","Course Total","181","3.037","17.1","25.4","30.4","12.7","9.9","2.8","1.1",".",".",".",".",".","0.6",".",".","."
"The American Presidency","408","001","62","2.736","9.7","14.5","30.6","17.7","14.5","1.6","4.8","6.5",".",".",".",".",".",".",".","."
"Legislative Process","426","001","56","2.634","16.1","8.9","23.2","21.4","19.6","5.4","5.4",".",".",".",".",".",".",".",".","."
"Legislative Internship","427","001","31","3.903","80.6","19.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethnic Politics in America","430","001","70","2.507","8.6","5.7","34.3","11.4","25.7","10.0","2.9","1.4",".",".",".",".",".",".",".","."
"Criminal Law and Justice","452","001","331","3.052","15.1","21.5","33.8","15.1","8.2","2.1","0.3","2.1",".",".",".",".","0.6","0.6","0.6","."
"Mexican-American Politics","464","001","11","3.581","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elections & Voting Behavior","467","001","36","3.118","11.1","27.8","50.0",".",".","2.8","2.8",".",".",".",".",".",".","5.6",".","."
"Civil Liberties in the U S","471","001","122","3.037","12.3","23.8","39.3","13.1","8.2","1.6","0.8","0.8",".",".",".",".",".",".",".","."
"Politics of Pressure Groups","472","001","13","3.385","23.1","46.2","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"Political Socialization","477","001","17","3.594","29.4","52.9","11.8",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 271 of 386",""
