"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"999","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","029","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","111","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","411","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","440","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","483","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","511","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","540","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","909","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","929","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","963","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","31","3.950","90.3","3.2","3.2",".",".",".",".","3.2",".",".",".",".",".",".",".","."
