"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","82918","3.137","31.2","19.7","21.3","8.8","9.3","2.7","1.6","3.2","0.0","1.1","0.1","0.4","0.2","0.2","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","12831","2.840","19.0","18.0","24.4","13.0","15.7","4.9","2.6","0.0",".","1.7","0.1",".","0.1","0.2","0.0","0.1"
"Sophomore","","19914","3.074","26.9","20.8","25.1","9.9","11.2","2.8","1.7","0.1","0.0","1.1","0.0",".","0.1","0.1","0.1","0.1"
"Junior","","19296","3.118","29.1","21.6","24.1","9.5","9.6","2.7","1.7","0.5","0.0","0.5","0.1",".","0.1","0.3","0.1","0.2"
"Senior","","20644","3.234","35.7","20.8","20.1","8.1","7.4","2.4","1.4","2.8","0.0","0.6","0.0","0.0","0.3","0.3","0.1","0.1"
"Undergraduates","","72685","3.084","28.6","20.5","23.3","9.8","10.5","3.0","1.7","1.0","0.0","0.9","0.1","0.0","0.1","0.2","0.1","0.1"
"Special","","1071","3.366","39.9","15.5","13.3","4.4","5.3","0.9","1.7","10.1",".","5.2","0.1",".","1.4","0.8","1.0","0.4"
"Graduate","","9272","3.763","51.0","13.5","6.0","1.1","0.5","0.1","0.1","20.9","0.2","1.9","0.0","3.3","0.7","0.2","0.5","0.0"
"Prof Yr 1","","6","3.107","50.0",".","16.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","30","3.500","50.0","23.3","16.7",".","6.7",".",".","3.3",".",".",".",".",".",".",".","."
"Prof Yr 3","","43","3.695","55.8","30.2","2.3","2.3","2.3",".",".","7.0",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","80","3.578","52.5","26.3","8.8","2.5","5.0",".",".","5.0",".",".",".",".",".",".",".","."
"","College Total","83108","3.137","31.3","19.7","21.2","8.8","9.3","2.7","1.6","3.3","0.0","1.1","0.1","0.4","0.2","0.2","0.1","0.1"
