"","775
007","1","***","","","","","","","","","","","",".",".",".","",".","",".",".","."
"","775
015","1","***","","","","","","","","","","","",".",".",".","",".","",".",".","."
"","775
020","3","***","","","","","","","","","","","",".",".",".","",".","",".",".","."
"Externship","Course Total","9","",".",".",".",".",".","",".","",".","100.0",".",".",".","",".","",".",".",".","."
"PATH-BIO
703","Dept. Total","442","3.286","25.8","17.6","21.0","5.4","4.1","",".","",".","26.0",".",".",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","3.500","50.0",".","50.0",".",".","",".","",".",".",".",".",".","",".","",".",".",".","."
"Senior","","3","4.000","100.0",".",".",".",".","",".","",".",".",".",".",".","",".","",".",".",".","."
"Undergraduates","","5","3.889","80.0",".","20.0",".",".","",".","",".",".",".",".",".","",".","",".",".",".","."
"Special","","1","3.000",".",".","100.0",".",".","",".","",".",".",".",".",".","",".","",".",".",".","."
"Graduate","","4","",".",".",".",".",".","",".","",".","100.0",".",".",".","",".","",".",".",".","."
"Prof Yr 1","","3","2.750",".",".","33.3","33.3",".","",".","",".","33.3",".",".",".","",".","",".",".",".","."
"Prof Yr 2","","295","3.169","13.9","20.7","27.1","7.5","6.1","",".","",".","24.7",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","83","3.759","66.3","20.5","12.0","1.2",".","",".","",".",".",".",".",".","",".","",".",".",".","."
"Prof Yr 4","","51","4.000","27.5",".",".",".",".","",".","",".","72.5",".",".",".","",".","",".",".",".","."
"Professionals","","432","3.276","25.5","18.1","21.1","5.6","4.2","",".","",".","25.7",".",".",".","",".","",".",".",".","."
"","Dept. Total","442","3.286","25.8","17.6","21.0","5.4","4.1","",".","",".","26.0",".",".",".","",".","",".",".",".","."
