"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","","",""
"ASTRON
188","Dept. Total","686","2.812","22.9","10.9","28.6","12.0","13.8","4.2","2.9","3.9","",".","0.1","",".","",".","",".","0.3",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","189","2.493","12.2","10.6","26.5","12.7","24.9","7.4","4.8",".","",".",".","",".","",".","",".","1.1",".","."
"Sophomore","","249","2.969","26.9","11.2","30.9","16.1","9.2","3.6","1.2",".","",".",".","",".","",".","",".",".",".","0.8"
"Junior","","98","2.943","26.5","15.3","32.7","7.1","13.3","3.1","2.0",".","",".",".","",".","",".","",".",".",".","."
"Senior","","96","2.809","20.8","9.4","29.2","10.4","11.5","3.1","6.3","9.4","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","632","2.786","21.5","11.4","29.6","12.8","14.9","4.6","3.2","1.4","",".",".","",".","",".","",".","0.3",".","0.3"
"Special","","5","3.438","40.0",".",".","20.0",".",".",".","20.0","",".","20.0","",".","",".","",".",".",".","."
"Graduate","","49","3.484","38.8","6.1","18.4",".","2.0",".",".","34.7","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","686","2.812","22.9","10.9","28.6","12.0","13.8","4.2","2.9","3.9","",".","0.1","",".","",".","",".","0.3",".","0.3"
