"MUSIC","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"Ensemble-Brass","Course Total","36","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble-Percussion","268
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","269
001","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","269
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","269
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","269
005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-String","Course Total","25","3.940","92.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble-Guitar","270
001","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","272
101","10","3.400","30.0","30.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","272
102","10","3.500","50.0","20.0","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","103
272","13","3.462","46.2","23.1","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","104
272","12","3.208","58.3","8.3","8.3",".","16.7",".","8.3",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 4","Course Total","45","3.389","46.7","20.0","17.8","4.4","8.9",".","2.2",".",".",".",".",".",".",".",".","."
"Contemp Chamber Ensemble","273
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bl Mus-Voc/Tromb/Misc Instr","309
001","31","3.629","54.8","16.1","29.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Jazz Improvisation","332
001","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pedagogy","340
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Repertoire","Course Total","5","***","","","","","","","","","","","","","","","",""
"","354
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","354
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Music:Presch-Middl Sch","Course Total","2","***","","","","","","","","","","","","","","","",""
"","361
002","20","3.885","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361
003","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
361","6","3.813","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Non-Western Music Performnc","Course Total","33","3.866","84.8","15.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Piano Technology","371
001","7","3.429","28.6","57.1",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","40
001","47","3.989","95.7","2.1",".",".",".",".",".","2.1",".",".",".",".",".",".",".","."
"","40
002","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wind Ensemble","Course Total","87","3.994","97.7","1.1",".",".",".",".",".","1.1",".",".",".",".",".",".",".","."
"Mus Cultr: Afr, Eur, Amers","400
001","12","3.292","25.0","25.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","41
001","93","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
41","94","3.989","98.9",".","1.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
41","94","3.957","98.9",".",".",".",".",".","1.1",".",".",".",".",".",".",".",".","."
"Bands","Course Total","281","3.982","99.3",".","0.4",".",".",".","0.4",".",".",".",".",".",".",".",".","."
"Survey Music-Renaissance","001
412","22","3.476","40.9","22.7","18.2","13.6",".",".",".","4.5",".",".",".",".",".",".",".","."
"Survey Music-Baroque Era","413
001","12","3.542","41.7","25.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey Music-20th C","416
001","27","3.278","25.9","22.2","33.3","18.5",".",".",".",".",".",".",".",".",".",".",".","."
"Varsity Band","42
001","263","4.000","99.6",".",".",".",".",".",".","0.4",".",".",".",".",".",".",".","."
"Collegium Musicum","461
001","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Language Diction-Singing","468
001","7","3.500","42.9","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","497
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 255 of 386",""
