"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","110
006","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
007","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intensv English as 2nd Lang","Course Total","26","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Grammar-Academic Use","115
001","18","",".",".",".",".",".",".",".",".",".","94.4","5.6",".",".",".",".","."
"","116
001","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
002","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","31","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","001
117","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
002","15","",".",".",".",".",".",".",".",".",".","80.0","20.0",".",".",".",".","."
"","117
003","17","",".",".",".",".",".",".",".",".",".","88.2","11.8",".",".",".",".","."
"","117
004","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
006","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Academic Writing I","Course Total","80","",".",".",".",".",".",".",".",".",".","92.5","7.5",".",".",".",".","."
"","118
001","16","3.531","37.5","31.3","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
002","16","3.719","50.0","43.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
003","16","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
004","14","3.107","21.4","28.6","35.7","7.1",".",".","7.1",".",".",".",".",".",".",".",".","."
"","118
005","17","3.471","47.1","35.3","11.8",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"","118
006","16","3.531","43.8","37.5","6.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","007
118","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
008","16","3.500","43.8","31.3","6.3","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","126","3.556","44.4","37.3","11.9","4.0","0.8",".","1.6",".",".",".",".",".",".",".",".","."
"ESL:Oral Communicatn Skills","122
001","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","201
001","13","3.423","38.5","30.8","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","004
201","16","3.313","31.3","25.0","25.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","005
201","17","3.676","52.9","29.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
006","16","3.094","25.0","25.0","31.3","6.3","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"","201
007","14","3.214","35.7","7.1","35.7","7.1","14.3",".",".",".",".",".",".",".",".",".",".","."
"","008
201","12","3.458","41.7","41.7","8.3",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"","201
009","15","3.733","60.0","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
201","16","3.000","6.3","43.8","31.3","6.3","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"","201
011","15","2.867","6.7","40.0","40.0",".",".",".","13.3",".",".",".",".",".",".",".",".","."
"","201
012","16","3.844","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
013","13","3.577","30.8","53.8","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
014","16","3.344","18.8","43.8","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","179","3.377","34.6","33.0","21.8","4.5","3.4","0.6","2.2",".",".",".",".",".",".",".",".","."
"","203
001","18","3.688","66.7",".","16.7",".","5.6",".",".","5.6",".",".",".",".",".","5.6",".","."
"","203
002","18","3.583","44.4","27.8","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
203","19","3.789","63.2","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
004","16","3.781","62.5","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","71","3.710","59.2","22.5","14.1",".","1.4",".",".","1.4",".",".",".",".",".","1.4",".","."
"","207
001","258","3.078","15.1","30.6","26.7","15.1","9.7","1.6","0.8","0.4",".",".",".",".",".",".",".","."
"","207
002","280","3.011","12.5","27.1","32.5","16.4","7.1","2.1","1.8","0.4",".",".",".",".",".",".",".","."
"","207
003","284","3.090","15.8","24.6","36.6","13.0","7.0","0.7","1.4",".","0.4",".",".",".",".",".","0.4","."
"","207
092","19","3.526","42.1","31.6","21.1",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 201 of 386",""
