"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","","",""
"IES","College Total","1054","3.224","32.6","21.8","16.9","8.8","7.3","2.8","0.7","5.8","",".",".",".","2.3","0.2","0.2","0.5","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","87","2.854","23.0","20.7","20.7","11.5","12.6","8.0","3.4",".","",".",".",".",".",".",".",".","."
"Sophomore","","184","3.122","26.1","23.4","22.8","10.9","13.0","3.3",".",".","",".",".",".",".",".","0.5",".","."
"Junior","","202","3.047","25.7","21.3","22.8","12.4","10.9","4.5","1.0","1.0","",".",".",".",".",".",".",".","0.5"
"Senior","","366","3.314","31.4","30.3","17.5","8.2","5.2","2.2","0.5","3.8","",".",".",".",".","0.3","0.3","0.3","."
"Undergraduates","","839","3.158","28.0","25.6","20.3","10.1","9.1","3.6","0.8","1.9","",".",".",".",".","0.1","0.2","0.1","0.1"
"Special","","18","3.353","33.3","11.1","11.1","22.2",".",".",".","5.6","",".",".",".",".","5.6",".","11.1","."
"Graduate","","195","3.788","52.8","6.7","3.1","2.1","0.5",".",".","21.5","",".",".",".","12.3",".",".","1.0","."
"Prof Yr 3","","2","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"Professionals","","2","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"","College Total","1054","3.224","32.6","21.8","16.9","8.8","7.3","2.8","0.7","5.8","",".",".",".","2.3","0.2","0.2","0.5","0.1"
