"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3030","3.283","25.2","12.7","19.5","4.2","3.8","0.2","",".","33.4","",".","0.2",".","0.7","0.0",".",".","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","3.500","50.0",".","50.0",".",".",".","",".",".","",".",".",".",".",".",".",".","."
"Junior","","2","4.000","100.0",".",".",".",".",".","",".",".","",".",".",".",".",".",".",".","."
"Senior","","30","3.229","23.3","36.7","10.0","10.0","20.0",".","",".",".","",".",".",".",".",".",".",".","."
"Undergraduates","","34","3.269","29.4","32.4","11.8","8.8","17.6",".","",".",".","",".",".",".",".",".",".",".","."
"Special","","5","3.542","40.0","20.0","40.0",".",".",".","",".",".","",".",".",".",".",".",".",".","."
"Graduate","","103","3.728","22.3","14.6","1.9",".",".",".","",".","47.6","",".",".",".","9.7","1.0",".",".","2.9"
"Prof Yr 1","","656","3.223","19.2","16.3","27.4","5.9","5.8","0.5","",".","23.3","",".",".",".","1.5",".",".",".","."
"Prof Yr 2","","612","3.176","17.6","19.8","34.5","7.0","5.2","0.3","",".","15.2","",".",".",".","0.3",".",".",".","."
"Prof Yr 3","","865","3.172","23.5","14.9","22.1","4.9","4.6","0.1","",".","29.9","",".",".",".",".",".",".",".","."
"Prof Yr 4","","755","4.000","38.7",".",".",".",".",".","",".","60.5","",".","0.8",".",".",".",".",".","."
"Professionals","","2888","3.274","25.2","12.4","20.2","4.3","3.8","0.2","",".","33.3","",".","0.2",".","0.4",".",".",".","."
"","College Total","3030","3.283","25.2","12.7","19.5","4.2","3.8","0.2","",".","33.4","",".","0.2",".","0.7","0.0",".",".","0.1"
