"Topics-Jewish Civilization","371
001","18","2.917","38.9","5.6","33.3",".",".","16.7","5.6",".",".","",".",".","",".","",".",".",".","."
"Jewish Philos:Antiquity-17c","435
001","8","3.565","25.0","62.5","12.5",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"","490
001","10","3.444","30.0","40.0","10.0",".","10.0",".",".","10.0",".","",".",".","",".","",".",".",".","."
"","490
002","24","3.273","12.5","33.3","37.5","8.3",".",".",".","4.2",".","",".",".","",".","","4.2",".",".","."
"Topics in Jewish Studies","Course Total","34","3.323","17.6","35.3","29.4","5.9","2.9",".",".","5.9","",".",".","",".","",".","2.9",".",".","."
"Germn-Jewsh Cltr Since 18c","510
001","8","3.625","62.5","25.0",".",".","12.5",".",".",".",".","",".",".","",".","",".",".",".","."
"","699
008","5","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
010","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","Course Total","7","3.700","42.9","57.1",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"JEWISH
510","Dept. Total","170","3.314","22.4","42.4","21.2","3.5","4.1","2.4","0.6","1.8","",".",".","",".","",".","0.6",".","0.6","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.031","12.5","18.8","56.3",".","6.3","6.3",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","44","3.320","20.5","47.7","20.5","4.5","4.5","2.3",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","30","3.250","30.0","36.7","10.0","6.7","6.7","6.7",".",".","",".",".","",".","",".",".",".",".","3.3"
"Senior","","79","3.400","22.8","46.8","19.0","2.5","2.5",".","1.3","3.8","",".",".","",".","",".","1.3",".",".","."
"Undergraduates","","169","3.314","22.5","42.6","21.3","3.6","4.1","2.4","0.6","1.8","",".",".","",".","",".","0.6",".",".","0.6"
"Graduate","","1","",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","100.0","."
"","Dept. Total","170","3.314","22.4","42.4","21.2","3.5","4.1","2.4","0.6","1.8","",".",".","",".","",".","0.6",".","0.6","0.6"
