"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Design of Machine Elements","342
001","82","2.707","14.6","17.1","24.4","9.8","25.6","3.7","4.9",".",".",".",".",".",".",".",".","."
"","349
001","18","2.944",".","38.9","27.8","27.8",".","5.6",".",".",".",".",".",".",".",".",".","."
"","349
002","18","2.972",".","16.7","66.7","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","003
349","16","3.094","18.8","37.5","6.3","31.3",".","6.3",".",".",".",".",".",".",".",".",".","."
"","349
004","17","2.794",".","17.6","35.3","35.3","11.8",".",".",".",".",".",".",".",".",".",".","."
"","349
005","18","3.194","5.6","27.8","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","349
006","12","3.333",".","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engineering Design Projects","Course Total","99","3.040","4.0","32.3","40.4","18.2","3.0","2.0",".",".",".",".",".",".",".",".",".","."
"Advanced Graphic Analysis","350
001","17","3.618","41.2","47.1","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","361
001","26","2.417","15.4","15.4","7.7",".","38.5","7.7","7.7","7.7",".",".",".",".",".",".",".","."
"","002
361","28","2.518","14.3","7.1","21.4","17.9","25.0","10.7","3.6",".",".",".",".",".",".",".",".","."
"","003
361","24","2.604","12.5","12.5","20.8","16.7","29.2","4.2","4.2",".",".",".",".",".",".",".",".","."
"","361
004","26","2.269","3.8","15.4","19.2","7.7","38.5","3.8","11.5",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","104","2.451","11.5","12.5","17.3","10.6","32.7","6.7","6.7","1.9",".",".",".",".",".",".",".","."
"","363
001","22","2.800","13.6","18.2","22.7","18.2","9.1","4.5","4.5","9.1",".",".",".",".",".",".",".","."
"","002
363","30","2.450","6.7","13.3","20.0","16.7","33.3","3.3","6.7",".",".",".",".",".",".",".",".","."
"","363
003","29","2.948","27.6","10.3","20.7","20.7","13.8","6.9",".",".",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","81","2.722","16.0","13.6","21.0","18.5","19.8","4.9","3.7","2.5",".",".",".",".",".",".",".","."
"","364
001","21","2.950","19.0","9.5","23.8","28.6","14.3",".",".","4.8",".",".",".",".",".",".",".","."
"","364
002","31","2.484","6.5","9.7","12.9","29.0","35.5","6.5",".",".",".",".",".",".",".",".",".","."
"","003
364","31","2.887","22.6","19.4","19.4","9.7","22.6","3.2","3.2",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","Course Total","83","2.750","15.7","13.3","18.1","21.7","25.3","3.6","1.2","1.2",".",".",".",".",".",".",".","."
"Engr Measurements Lab","368
001","73","2.979","17.8","17.8","27.4","21.9","9.6","4.1",".","1.4",".",".",".",".",".",".",".","."
"Energy Systems Laboratory","370
001","83","2.867","8.4","16.9","27.7","33.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"Mechanical Dissection","379
001","10","3.500","20.0","20.0","20.0",".",".",".",".","40.0",".",".",".",".",".",".",".","."
"Intro to Polymer Processing","417
001","37","3.784","78.4","8.1","8.1","2.7","2.7",".",".",".",".",".",".",".",".",".",".","."
"","418
001","38","3.737","68.4","15.8","13.2",".","2.6",".",".",".",".",".",".",".",".",".",".","."
"","418
002","13","3.731","61.5","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","418
003","12","3.600","50.0","8.3","16.7","8.3",".",".",".",".",".",".",".",".",".",".","16.7","."
"Engr Design with Polymers","Course Total","63","3.713","63.5","15.9","14.3","1.6","1.6",".",".",".",".",".",".",".",".",".","3.2","."
"Stat Expermntl Design-Engrs","424
001","15","3.357","20.0","40.0","20.0","13.3",".",".",".","6.7",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Weld Proc&Matrl Selectn","437
001","48","3.292","18.8","27.1","50.0","2.1","2.1",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Robotics","439
001","19","3.526","52.6","21.1","10.5","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"Design Problems-Elasticity","444
002","12","3.818","66.7","16.7","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","447
001","25","3.040","12.0","16.0","40.0","32.0",".",".",".",".",".",".",".",".",".",".",".","."
"","447
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","447
003","8","3.500","37.5",".","37.5",".",".",".",".",".",".",".",".",".","12.5",".","12.5","."
"Comptr Cntrl-Machns&Process","Course Total","36","3.152","19.4","11.1","38.9","22.2",".",".",".","2.8",".",".",".",".","2.8",".","2.8","."
"Design&Dynamics of Vehicles","450
001","25","3.063","32.0","20.0","16.0",".","20.0","8.0",".","4.0",".",".",".",".",".",".",".","."
"Thermal Systems Modeling","461
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Welding Metallurgy","462
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Air Pollutn-Measure&Control","466
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 132 of 386",""
