"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","110
001","22","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
002","17","",".",".",".",".",".",".",".",".",".","82.4","17.6",".",".",".",".","."
"","110
003","22","",".",".",".",".",".",".",".",".",".","95.5","4.5",".",".",".",".","."
"","004
110","22","",".",".",".",".",".",".",".",".",".","77.3","18.2",".",".","4.5",".","."
"","110
005","20","",".",".",".",".",".",".",".",".",".","95.0","5.0",".",".",".",".","."
"","110
006","20","",".",".",".",".",".",".",".",".",".","70.0","30.0",".",".",".",".","."
"","110
007","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
008","15","",".",".",".",".",".",".",".",".",".","66.7","20.0",".",".","13.3",".","."
"","009
110","19","",".",".",".",".",".",".",".",".",".","73.7","26.3",".",".",".",".","."
"","110
010","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
011","21","",".",".",".",".",".",".",".",".",".","90.5","9.5",".",".",".",".","."
"","110
012","20","",".",".",".",".",".",".",".",".",".","90.0","10.0",".",".",".",".","."
"","110
013","20","",".",".",".",".",".",".",".",".",".","75.0","20.0",".",".",".",".","5.0"
"","110
014","21","",".",".",".",".",".",".",".",".",".","81.0","9.5",".",".",".","4.8","4.8"
"Elementary Programming","Course Total","267","",".",".",".",".",".",".",".",".",".","85.4","12.4",".",".","1.1","0.4","0.7"
"","001
132","234","2.887","11.1","25.6","29.5","15.0","12.0","1.3","4.3","1.3",".",".",".",".",".",".",".","."
"","002
132","193","2.940","11.9","25.9","31.6","9.8","15.5","2.1","2.1","1.0",".",".",".",".",".",".",".","."
"","132
003","230","3.140","17.4","22.6","43.5","7.8","5.7","2.6",".","0.4",".",".",".",".",".",".",".","."
"","132
004","212","3.163","21.7","21.7","35.8","9.9","4.7","1.4","1.4","3.3",".",".",".",".",".",".",".","."
"Using Computers","Course Total","869","3.033","15.5","23.9","35.2","10.7","9.3","1.8","2.0","1.5",".",".",".",".",".",".",".","."
"","302
001","120","2.664","17.5","13.3","20.8","16.7","15.0","6.7","6.7","1.7",".",".",".",".","0.8","0.8",".","."
"","302
002","128","2.480","18.8","11.7","15.6","13.3","18.8","8.6","10.9","2.3",".",".",".",".",".",".",".","."
"","302
003","13","3.115","15.4","38.5","15.4","15.4","15.4",".",".",".",".",".",".",".",".",".",".","."
"","302
004","20","2.950","25.0","25.0","20.0","5.0","15.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","006
302","12","2.167","8.3","8.3","25.0","8.3","25.0","8.3","16.7",".",".",".",".",".",".",".",".","."
"","302
007","19","2.853","15.8","26.3","10.5","10.5","21.1",".","5.3","5.3",".",".",".",".",".",".",".","5.3"
"","008
302","16","2.563","12.5","18.8","31.3","6.3","12.5","6.3","12.5",".",".",".",".",".",".",".",".","."
"","302
010","18","2.029","11.1","11.1","16.7","5.6","16.7","11.1","22.2",".",".",".",".",".","5.6",".",".","."
"","302
011","15","2.893","26.7","6.7","13.3","26.7","13.3","6.7",".",".",".",".",".",".",".",".",".","6.7"
"","302
012","14","3.273","35.7","7.1","21.4","7.1",".","7.1",".","14.3",".",".",".",".",".","7.1",".","."
"","302
015","17","2.294",".","5.9","35.3","17.6","23.5","11.8","5.9",".",".",".",".",".",".",".",".","."
"","302
016","17","2.118","5.9","17.6","11.8","17.6","17.6","11.8","17.6",".",".",".",".",".",".",".",".","."
"","302
018","17","2.344","5.9","17.6","5.9","35.3","11.8","5.9","11.8",".",".",".",".",".",".",".",".","5.9"
"","302
020","14","2.464","7.1","14.3","21.4","21.4","21.4","7.1","7.1",".",".",".",".",".",".",".",".","."
"","021
302","19","2.806","15.8","10.5","36.8","15.8","5.3","5.3","5.3","5.3",".",".",".",".",".",".",".","."
"","302
029","18","2.972","27.8",".","33.3","16.7","22.2",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Programming","Course Total","477","2.594","16.8","13.6","19.7","14.9","16.4","6.9","8.4","1.9",".",".",".",".","0.4","0.4",".","0.6"
"","310
001","131","3.031","3.8","18.3","64.9","9.2","2.3","1.5",".",".",".",".",".",".",".",".",".","."
"","310
002","113","3.093","8.0","19.5","59.3","9.7","3.5",".",".",".",".",".",".",".",".",".",".","."
"Prob Solvng Using Computers","Course Total","244","3.059","5.7","18.9","62.3","9.4","2.9","0.8",".",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","352
001","124","2.782","13.7","14.5","29.8","17.7","14.5","9.7",".",".",".",".",".",".",".",".",".","."
"","354
001","60","2.627","25.0","15.0","6.7","25.0","10.0","3.3","13.3","1.7",".",".",".",".",".",".",".","."
"","354
002","57","2.965","29.8","21.1","26.3","3.5","7.0","1.8","10.5",".",".",".",".",".",".",".",".","."
"","354
003","52","3.078","23.1","23.1","30.8","11.5","3.8",".","5.8",".",".",".",".",".",".","1.9",".","."
"Machine Organizatn&Progrmng","Course Total","169","2.880","26.0","19.5","20.7","13.6","7.1","1.8","10.1","0.6",".",".",".",".",".","0.6",".","."
