"","990
027","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
038","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
057","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"G L E
418","Dept. Total","104","3.285","18.3","27.9","27.9","9.6","2.9","",".","",".","6.7","",".",".","",".","6.7","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","2.786","14.3",".","42.9","14.3","28.6","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","7","3.214","28.6",".","57.1","14.3",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","10","3.196",".","40.0","60.0",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","55","3.260","12.7","43.6","23.6","14.5","1.8","",".","",".","3.6","",".",".","",".",".","",".",".",".","."
"Undergraduates","","79","3.210","12.7","35.4","32.9","12.7","3.8","",".","",".","2.5","",".",".","",".",".","",".",".",".","."
"Graduate","","25","3.682","36.0","4.0","12.0",".",".","",".","",".","20.0","",".",".","",".","28.0","",".",".",".","."
"","Dept. Total","104","3.285","18.3","27.9","27.9","9.6","2.9","",".","",".","6.7","",".",".","",".","6.7","",".",".",".","."
