"","999
019","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
031","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
032","6","3.654","66.7","16.7","16.7",".",".",".",".",".",".","",".",".","",".",".","",".",".","."
"Independent Study","Course Total","12","3.786","75.0","16.7","8.3",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"DS
359","Dept. Total","698","3.275","30.4","24.8","24.1","12.0","4.9","1.1","0.6","1.9","",".",".","",".","0.1","",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","52","3.157","21.2","32.7","19.2","17.3","7.7","1.9",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","109","3.115","22.9","24.8","31.2","11.0","4.6","2.8","2.8",".","",".",".","",".",".","",".",".",".","."
"Junior","","172","3.169","21.5","26.2","28.5","16.3","6.4","0.6","0.6",".","",".",".","",".",".","",".",".",".","."
"Senior","","308","3.361","36.0","24.7","22.1","10.7","4.2","1.0",".","1.0","",".",".","",".",".","",".","0.3",".","."
"Undergraduates","","641","3.250","28.7","25.7","25.1","12.8","5.1","1.2","0.6","0.5","",".",".","",".",".","",".","0.2",".","."
"Special","","12","3.350","33.3","25.0",".","16.7","8.3",".",".","16.7","",".",".","",".",".","",".",".",".","."
"Graduate","","45","3.719","53.3","11.1","15.6",".",".",".",".","17.8","",".",".","",".","2.2","",".",".",".","."
"","Dept. Total","698","3.275","30.4","24.8","24.1","12.0","4.9","1.1","0.6","1.9","",".",".","",".","0.1","",".","0.1",".","."
