"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
027","14","3.357","28.6","28.6","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
028","13","3.385","38.5","7.7","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","029
344","14","3.464","42.9","21.4","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","030
344","15","3.400","33.3","33.3","13.3","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","408","3.409","35.0","24.5","28.9","10.3","1.2",".",".",".",".",".",".",".",".",".",".","."
"","345
001","148","2.774","23.6","4.1","31.1","3.4","32.4","2.0","3.4",".",".",".",".",".",".",".",".","."
"","345
002","295","2.730","22.0","7.8","29.8","5.8","20.7","10.5","2.7",".",".",".",".",".",".",".",".","0.7"
"","345
003","201","2.876","25.4","7.0","30.8","7.0","24.9","2.0","3.0",".",".",".",".",".",".",".",".","."
"","345
004","24","3.583","50.0","37.5",".","4.2","8.3",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","Course Total","668","2.815","24.4","7.8","29.3","5.5","24.1","5.7","2.8",".",".",".",".",".",".",".",".","0.3"
"","346
001","9","3.308","55.6","11.1","22.2",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"","346
002","14","3.457","28.6","35.7","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","23","3.403","39.1","26.1","21.7","8.7",".","4.3",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Inorganic Chemistry","511
001","33","3.712","66.7","15.2","15.2",".","3.0",".",".",".",".",".",".",".",".",".",".","."
"Intmed Analytical Chem","524
001","36","3.118","25.0","22.2","25.0","19.4","5.6",".","2.8",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","547
001","13","3.591","38.5","23.1","23.1",".",".",".",".","7.7",".",".",".",".",".",".","7.7","."
"Physical Chemistry","561
001","48","2.771","16.7","8.3","35.4","12.5","18.8","6.3","2.1",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","52","2.944","26.9","7.7","28.8","13.5","13.5","7.7",".",".",".",".",".",".",".",".","1.9","."
"","563
001","20","3.725","55.0","35.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
002","19","3.316","21.1","26.3","47.4","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","563
003","20","3.650","55.0","25.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","004
563","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
005","18","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
006","15","3.733","66.7","13.3","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
008","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","563
009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","563
010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","119","3.571","54.6","23.5","18.5","1.7","0.8",".","0.8",".",".",".",".",".",".",".",".","."
"","001
564","9","3.167","22.2","11.1","55.6",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","564
002","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","564
003","8","2.625","12.5","25.0","25.0",".","25.0",".","12.5",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","23","3.152","30.4","21.7","30.4",".","13.0",".","4.3",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry","565
001","26","3.058","34.6","11.5","34.6","7.7",".","3.8","7.7",".",".",".",".",".",".",".",".","."
"Phys Meth-Struct Determintn","606
001","9","3.375","22.2","22.2","44.4",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Laboratory Safety","607
001","59","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Chemical Crystallography","613
001","7","3.667","57.1",".","28.6",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Chem Instrumtn:Dsgn&Control","628
001","8","3.917","62.5","12.5",".",".",".",".",".",".",".",".",".",".","25.0",".",".","."
"","630
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
002","13","3.958","84.6","7.7",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Topics-Analytical Chemistry","Course Total","21","3.971","90.5","4.8",".",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"Topics-Chem Instrumentatn: NMR","636
001","14","3.679","57.1","28.6","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Topic-Instrmtn:Mass Spectrmtry","638
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
