"CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"639
Topics-Geotechnical Engr","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"649
Specl Topic-Structural Engr","001","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"655
Computerzd Land Info Systms","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"659
Topic-Survey & Photogramtry","001","","12","3.500","33.3","25.0","33.3",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"679
Topic-Transprtatn&City Plan","001","","15","3.667","60.0","13.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"698","001","","13","3.833","76.9",".","15.4",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"698","002","","30","3.633","40.0","50.0","6.7","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"698","003","","29","3.879","82.8","10.3","6.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"698","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics:Constructn Engr&Mgmt","Course Total","","77","3.768","59.7","23.4","7.8","1.3",".",".",".","7.8",".",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","18","3.798","77.8","11.1","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"718
Water Res Mgt Pract Pl Smr","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"729
Spec Topics-Sanitary Engr","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"730
Engr Properties of Soils","001","","8","3.417","37.5",".","25.0","12.5",".",".",".","25.0",".",".",".",".",".",".",".","."
"790","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","038","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","039","","7","",".",".",".",".",".",".",".","71.4",".",".",".","28.6",".",".",".","."
"790","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","8","",".",".",".",".",".",".",".","37.5",".",".",".","62.5",".",".",".","."
"790","053","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","055","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","057","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","058","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","059","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
