"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Third Semester Spanish","Course Total","374","3.062","20.3","24.6","29.7","8.6","11.2","3.5","1.3","0.8",".",".",".",".",".",".",".","."
"","001
204","15","3.067","13.3","26.7","40.0",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"","204
002","19","2.895","15.8","21.1","21.1","10.5","31.6",".",".",".",".",".",".",".",".",".",".","."
"","204
003","19","2.842","15.8","10.5","31.6","10.5","31.6",".",".",".",".",".",".",".",".",".",".","."
"","004
204","18","3.306","38.9","16.7","27.8",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","005
204","22","3.295","27.3","31.8","22.7","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","204
006","19","2.921","10.5","10.5","47.4","15.8","15.8",".",".",".",".",".",".",".",".",".",".","."
"","007
204","22","3.023","18.2","13.6","50.0","9.1","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","204
008","22","3.068","22.7","31.8","9.1","18.2","13.6","4.5",".",".",".",".",".",".",".",".",".","."
"","204
009","22","2.950","22.7","9.1","31.8",".","22.7","4.5",".","9.1",".",".",".",".",".",".",".","."
"","204
010","24","3.063","25.0","16.7","25.0","12.5","20.8",".",".",".",".",".",".",".",".",".",".","."
"","204
011","23","3.304","26.1","21.7","43.5","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","012
204","24","2.935","25.0","4.2","33.3","8.3","20.8","4.2",".",".",".",".",".",".",".",".",".","4.2"
"","013
204","22","3.000","18.2","22.7","27.3","4.5","27.3",".",".",".",".",".",".",".",".",".",".","."
"","204
014","23","3.022","17.4","21.7","26.1","17.4","17.4",".",".",".",".",".",".",".",".",".",".","."
"","204
015","21","3.405","28.6","33.3","28.6","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"","204
017","20","2.675","5.0","25.0","25.0","10.0","25.0","10.0",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","335","3.051","20.9","19.7","30.4","9.0","17.3","1.5","0.3","0.6",".",".",".",".",".",".",".","0.3"
"Spanish for Spanish Speaker","207
001","9","3.333","22.2","44.4","22.2",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","223
001","28","3.732","71.4","17.9","7.1",".",".","3.6",".",".",".",".",".",".",".",".",".","."
"","002
223","27","3.704","59.3","22.2","18.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
223","28","3.692","42.9","42.9","7.1",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"","223
004","22","3.364","31.8","18.2","40.9","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","223
005","23","3.783","69.6","21.7","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","128","3.663","55.5","25.0","14.8","2.3",".","0.8",".","1.6",".",".",".",".",".",".",".","."
"","224
001","38","3.338","36.8","23.7","23.7","5.3","5.3",".","2.6","2.6",".",".",".",".",".",".",".","."
"","224
002","28","3.786","82.1","3.6","7.1","3.6","3.6",".",".",".",".",".",".",".",".",".",".","."
"","224
003","27","3.692","48.1","37.0","11.1",".",".",".",".","3.7",".",".",".",".",".",".",".","."
"","224
004","30","3.417","30.0","40.0","16.7","10.0","3.3",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","123","3.537","48.0","26.0","15.4","4.9","3.3",".","0.8","1.6",".",".",".",".",".",".",".","."
"","226
003","29","3.286","20.7","24.1","44.8","3.4","3.4",".",".","3.4",".",".",".",".",".",".",".","."
"","226
004","20","3.750","80.0",".","15.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","226
007","22","3.342","22.7","22.7","31.8","9.1",".",".",".","13.6",".",".",".",".",".",".",".","."
"","009
226","19","3.000","21.1","26.3","26.3","15.8",".","5.3","5.3",".",".",".",".",".",".",".",".","."
"","010
226","19","3.583","57.9","26.3","5.3",".",".",".","5.3","5.3",".",".",".",".",".",".",".","."
"","012
226","19","3.694","57.9","21.1","10.5","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"","013
226","23","3.565","60.9","21.7","8.7","4.3",".",".","4.3",".",".",".",".",".",".",".",".","."
"","015
226","16","2.719","12.5","6.3","31.3","25.0","18.8","6.3",".",".",".",".",".",".",".",".",".","."
"","018
226","18","3.278","22.2","33.3","38.9",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"","226
019","19","3.526","52.6","31.6","10.5",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","021
226","19","3.553","57.9","15.8","21.1",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","223","3.399","42.2","21.1","22.9","5.4","2.2","1.8","1.8","2.7",".",".",".",".",".",".",".","."
"Latin America-Introduction","260
001","32","3.438","43.8","28.1","18.8","3.1","3.1",".","3.1",".",".",".",".",".",".",".",".","."
"","311
001","45","3.182","24.4","28.9","22.2","11.1","6.7","4.4",".","2.2",".",".",".",".",".",".",".","."
"","311
002","20","3.225","20.0","50.0","15.0","5.0","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 299 of 386",""
