"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"CAVE","","","","","","","","","","","","","","","","","","","","","",""
"CAVE","College Total","209","3.765","58.4","10.5","7.7","2.4","",".","",".","",".","12.9","1.0",".",".","3.8","2.4",".","1.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"CAVE","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Sophomore","","6","3.467","50.0","16.7","16.7","16.7","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Junior","","25","3.491","32.0","28.0","32.0","8.0","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Senior","","45","3.691","73.3","11.1","11.1","4.4","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","76","3.620","57.9","17.1","18.4","6.6","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Special","","11","3.769","45.5","18.2","9.1",".","",".","",".","",".",".",".",".",".",".","9.1",".","18.2","."
"Graduate","","122","3.944","59.8","5.7","0.8",".","",".","",".","",".","22.1","1.6",".",".","6.6","3.3",".",".","."
"","College Total","209","3.765","58.4","10.5","7.7","2.4","",".","",".","",".","12.9","1.0",".",".","3.8","2.4",".","1.0","."
