"","699
001","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
011","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"Buddhist Logic","921
001","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"RELIG ST
856","Dept. Total","396","3.090","23.0","25.8","25.5","7.3","8.1","4.0","2.5","2.5","",".",".","",".","",".","0.5","0.3","0.3","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","37","2.688","5.4","8.1","43.2","16.2","16.2","8.1",".",".","",".",".","",".","",".",".",".",".","2.7"
"Sophomore","","100","2.949","12.0","29.0","31.0","9.0","12.0","3.0","3.0",".","",".",".","",".","",".",".",".","1.0","."
"Junior","","108","3.265","34.3","27.8","19.4","1.9","7.4","4.6","0.9","2.8","",".",".","",".","",".","0.9",".",".","."
"Senior","","140","3.108","22.9","27.9","22.1","8.6","4.3","3.6","4.3","5.0","",".",".","",".","",".","0.7","0.7",".","."
"Undergraduates","","385","3.071","21.6","26.2","25.7","7.5","8.3","4.2","2.6","2.6","",".",".","",".","",".","0.5","0.3","0.3","0.3"
"Special","","7","3.714","71.4",".","28.6",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","4","3.875","75.0","25.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","396","3.090","23.0","25.8","25.5","7.3","8.1","4.0","2.5","2.5","",".",".","",".","",".","0.5","0.3","0.3","0.3"
