"GERMAN","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","",""
"990","017","","6","",".",".",".",".",".",".",".","83.3",".",".",".","16.7",".",".",".","."
"990","018","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research in Lit","Course Total","","23","",".",".",".",".",".",".",".","60.9",".",".",".","39.1",".",".",".","."
"991","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","","4","***","","","","","","","","","","","","","","","",""
