"","990
073","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
082","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
083","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","76","",".",".",".",".",".",".",".","92.1",".",".",".","7.9",".",".",".","."
"MICROBIO
192","Dept. Total","1216","3.121","31.5","18.9","19.7","9.8","8.3","3.5","1.2","6.4",".",".",".","0.5","0.1","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","",""
"Freshmen","","50","2.875","12.0","30.0","30.0","10.0","10.0","6.0","2.0",".",".",".",".",".",".",".",".","."
"Sophomore","","151","2.919","15.2","26.5","24.5","16.6","10.6","4.6","1.3",".",".",".",".",".",".","0.7",".","."
"Junior","","256","2.995","24.6","19.5","23.8","16.0","10.2","2.7","2.7","0.4",".",".",".",".",".",".",".","."
"Senior","","455","3.078","29.2","18.5","24.6","9.9","11.2","5.5","0.9",".",".",".",".",".","0.2",".",".","."
"Undergraduates","","912","3.013","24.7","20.7","24.7","12.7","10.7","4.6","1.5","0.1",".",".",".",".","0.1","0.1",".","."
"Special","","25","3.475","32.0","36.0","16.0","4.0","4.0",".",".",".",".",".",".",".",".","4.0","4.0","."
"Graduate","","279","3.746","53.8","11.5","3.6","0.7","0.7",".",".","27.6",".",".",".","2.2",".",".",".","."
"","Dept. Total","1216","3.121","31.5","18.9","19.7","9.8","8.3","3.5","1.2","6.4",".",".",".","0.5","0.1","0.2","0.1","."
