"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"DANCE PROGRAM","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","",""
"Workshop in Dance Activity","1
001","","20","3.833","50.0","25.0",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"","11
001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","11
002","","18","4.000","94.4",".",".",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"","11
003","","21","3.694","66.7","14.3",".",".",".",".","4.8","14.3",".",".",".",".",".",".",".","."
"Modern Dance I","Course Total","","61","3.904","86.9","4.9",".",".",".",".","1.6","6.6",".",".",".",".",".",".",".","."
"Modern Dance Technique II","112
001","","18","3.472","44.4","11.1","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","12
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","12
002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Dance II","Course Total","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theory-Movement for Dancers","161
001","","22","3.682","45.5","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dance","205
001","","21","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","21
001","","17","3.563","35.3","35.3","23.5",".",".",".",".",".",".",".",".",".",".",".",".","5.9"
"","21
002","","21","3.500","19.0","47.6","9.5","4.8",".",".",".","19.0",".",".",".",".",".",".",".","."
"Ballet I","Course Total","","38","3.530","26.3","42.1","15.8","2.6",".",".",".","10.5",".",".",".",".",".",".",".","2.6"
"Modern Dance Technique IV","001
212","","15","3.533","33.3","40.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","22
001","","17","3.500","29.4","29.4","29.4",".",".",".",".","11.8",".",".",".",".",".",".",".","."
"","002
22","","18","3.615","38.9","11.1","22.2",".",".",".",".","22.2",".",".",".",".",".",".","5.6","."
"Ballet II","Course Total","","35","3.554","34.3","20.0","25.7",".",".",".",".","17.1",".",".",".",".",".",".","2.9","."
"Ballet Technique II","001
225","","24","3.391","4.2","66.7","25.0",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"","255
001","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","255
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Move Comp-Perform/Visul Art","Course Total","","14","3.643","64.3","14.3","14.3",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","31
001","","13","3.423","30.8","23.1","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","31
002","","21","3.444","28.6","23.8","28.6","4.8",".",".",".","9.5",".",".",".",".",".",".",".","4.8"
"","31
003","","27","3.262","14.8","22.2","29.6","11.1",".",".",".","22.2",".",".",".",".",".",".",".","."
"Modern Jazz Dance","Course Total","","61","3.365","23.0","23.0","32.8","6.6",".",".",".","13.1",".",".",".",".",".",".",".","1.6"
"Modern Dance Technique VI","312
001","","13","3.595","23.1","76.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet Technique III","325
001","","37","3.534","27.0","54.1","18.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Dance","379
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
055","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
063","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Project","Course Total","","11","3.900","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","41
001","","41","3.768","36.6","31.7",".",".",".",".",".","31.7",".",".",".",".",".",".",".","."
"","41
002","","40","3.629","27.5","55.0","5.0",".",".",".",".","10.0",".",".",".",".",".",".","2.5","."
"","003
41","","39","3.779","69.2","7.7","5.1",".","5.1",".",".","5.1",".",".",".",".",".","5.1",".","2.6"
"","41
004","","50","3.927","74.0","6.0",".","2.0",".",".",".","18.0",".",".",".",".",".",".",".","."
"","41
005","","57","3.643","36.8","21.1","15.8",".",".",".",".","26.3",".",".",".",".",".",".",".","."
"","41
006","","49","3.679","32.7","42.9","4.1",".",".",".",".","20.4",".",".",".",".",".",".",".","."
"","41
007","","45","3.583","24.4","51.1",".","2.2","2.2",".",".","20.0",".",".",".",".",".",".",".","."
"","008
41","","44","3.625","15.9","47.7",".",".",".",".",".","36.4",".",".",".",".",".",".",".","."
"","009
41","","45","3.652","28.9","37.8","6.7",".",".",".",".","26.7",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 101 of 386",""
