"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","","","","",""
"Topics in Global Security","601
001","","7","3.714","57.1","28.6","14.3",".",".","",".",".",".",".","",".",".","",".","",".","",".",".","."
"","602
001","","18","3.438","27.8","44.4","5.6",".","11.1","",".",".","11.1",".","",".",".","",".","",".","",".",".","."
"","002
602","","16","3.531","31.3","43.8","25.0",".",".","",".",".",".",".","",".",".","",".","",".","",".",".","."
"Topics-Intl Pol Econ&Pol St","Course Total","","34","3.484","29.4","44.1","14.7",".","5.9","",".",".","5.9","",".",".","",".","",".","",".",".",".","."
"Topics-E Asian Regional St","604
001","","19","3.105","21.1","21.1","42.1","10.5",".","",".","5.3",".",".","",".",".","",".","",".","",".",".","."
"Topics-Intl Rel&Environment","611
001","","7","3.786","71.4","14.3","14.3",".",".","",".",".",".",".","",".",".","",".","",".","",".",".","."
"Business in Emerging Markets","615
001","","15","3.600","20.0","80.0",".",".",".","",".",".",".",".","",".",".","",".","",".","",".",".","."
"INTL ST
504","Dept. Total","","82","3.456","31.7","41.5","18.3","2.4","2.4","",".","1.2","2.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","0.000",".",".",".",".",".","",".","100.0",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","2","3.250",".","50.0","50.0",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","13","3.412","30.8","23.1","46.2",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","58","3.495","29.3","50.0","12.1","3.4","3.4","",".",".","1.7","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","74","3.422","28.4","44.6","18.9","2.7","2.7","",".","1.4","1.4","",".",".","",".","",".","",".",".",".","."
"Special","","","1","3.000",".",".","100.0",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","7","3.917","71.4","14.3",".",".",".","",".",".","14.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","82","3.456","31.7","41.5","18.3","2.4","2.4","",".","1.2","2.4","",".",".","",".","",".","",".",".",".","."
