"EDU","","","","","","","","","","","","","","","","","","","","","",""
"EDUCATIONAL POLICY STUDIES Section","#","Ave","A","AB","B","BC","C","","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","","",""
"ED POL
Dept. Total
310","400","3.580","41.3","28.3","13.0","5.3","",".","",".","0.5","9.0","",".",".","",".","1.0","0.8","0.3","0.8","."
"Summary by Level","#","Ave","A","AB","B","BC","C","","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","6","3.583","33.3","50.0","16.7",".","",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","139","3.507","35.3","37.4","16.5","8.6","",".","",".",".",".","",".",".","",".",".","0.7",".","1.4","."
"Senior","113","3.423","36.3","30.1","22.1","8.0","",".","",".","1.8","0.9","",".",".","",".",".",".","0.9",".","."
"Undergraduates","258","3.472","35.7","34.5","19.0","8.1","",".","",".","0.8","0.4","",".",".","",".",".","0.4","0.4","0.8","."
"Special","11","3.650","36.4","45.5","9.1",".","",".","",".",".","9.1","",".",".","",".",".",".",".",".","."
"Graduate","131","3.872","52.7","14.5","1.5",".","",".","",".",".","26.0","",".",".","",".","3.1","1.5",".","0.8","."
"Dept. Total","400","3.580","41.3","28.3","13.0","5.3","",".","",".","0.5","9.0","",".",".","",".","1.0","0.8","0.3","0.8","."
