"","990
062","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
063","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
064","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","122","",".",".",".",".",".",".",".","74.6",".",".",".","25.4","",".",".",".","."
"BIOCHEM
200","Dept. Total","943","3.279","34.1","11.7","23.6","4.2","5.8","1.1","0.4","15.6",".",".",".","3.3","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","3.167",".","33.3","66.7",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","29","2.970","31.0","10.3","24.1","13.8","17.2",".","3.4",".",".",".",".",".","",".",".",".","."
"Junior","","141","3.169","31.9","17.7","25.5","7.8","15.6","1.4",".",".",".",".",".",".","",".",".",".","."
"Senior","","347","3.262","42.4","12.1","31.4","4.0","6.3","2.3","0.9","0.6",".",".",".",".","",".",".",".","."
"Undergraduates","","520","3.215","38.7","13.7","29.6","5.6","9.4","1.9","0.8","0.4",".",".",".",".","",".",".",".","."
"Special","","24","3.382","25.0","25.0","29.2","4.2","4.2",".",".","8.3",".",".",".",".","",".",".","4.2","."
"Graduate","","393","3.491","29.0","8.4","15.8","2.5","1.0",".",".","35.4",".",".",".","7.9","",".",".",".","."
"Prof Yr 3","","1","2.000",".",".",".",".","100.0",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 4","","5","4.000","20.0",".",".",".",".",".",".","80.0",".",".",".",".","",".",".",".","."
"Professionals","","6","2.667","16.7",".",".",".","16.7",".",".","66.7",".",".",".",".","",".",".",".","."
"","Dept. Total","943","3.279","34.1","11.7","23.6","4.2","5.8","1.1","0.4","15.6",".",".",".","3.3","",".",".","0.1","."
