"","995
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","995
027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","995
042","7","",".",".",".",".",".",".",".","28.6",".",".",".","71.4",".",".",".","."
"Rsch-Macromolecular Chem","Course Total","9","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
"CHEM
224","Dept. Total","4240","2.942","26.4","12.5","25.3","7.9","15.4","3.7","1.7","4.7",".","1.4",".","0.6","0.0","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"Freshmen","","949","2.725","16.5","10.0","28.7","12.2","24.3","4.8","3.1",".",".",".",".",".",".","0.1","0.1","0.1"
"Sophomore","","1215","2.981","24.9","12.6","29.1","9.1","19.5","3.5","1.3",".",".",".",".",".",".",".",".","0.2"
"Junior","","933","3.010","28.7","16.8","27.2","7.1","13.4","5.3","1.3",".",".",".",".",".",".","0.1",".","0.1"
"Senior","","586","3.113","38.7","15.4","25.1","6.3","8.5","3.2","1.7","0.7",".","0.2",".",".",".",".","0.2","."
"Undergraduates","","3683","2.918","25.9","13.4","27.9","8.9","17.5","4.2","1.8","0.1",".","0.0",".",".",".","0.1","0.1","0.1"
"Special","","46","2.822","28.3","6.5","30.4","8.7","10.9","2.2","8.7","4.3",".",".",".",".",".",".",".","."
"Graduate","","669","3.652","33.9","4.6","5.1","0.4","0.4","0.1",".","41.0","0.3","8.7",".","4.2","0.3","0.3","0.6","."
"Prof Yr 3","","5","#Num!","60.0",".",".",".",".",".",".","40.0",".",".",".",".",".",".",".","."
"Professionals","","5","#Num!","60.0",".",".",".",".",".",".","40.0",".",".",".",".",".",".",".","."
"","Dept. Total","4403","2.942","27.2","12.0","24.4","7.6","14.8","3.6","1.6","6.4","0.0","1.3",".","0.6","0.0","0.1","0.1","0.1"
