"","936
001","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","936
002","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","936
004","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Extramur Elec-Emergency Med","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","","","",""
"SR MED
882","Dept. Total","167","3.714","54.5","34.1","11.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","3","3.900","66.7","33.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","71","3.634","43.7","39.4","16.9",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","93","3.776","62.4","30.1","7.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","167","3.714","54.5","34.1","11.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","167","3.714","54.5","34.1","11.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
