"","966
003","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","966
005","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Pediatric Sports Med-CSC","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","",""
"Ped Pulmon/Allergy Clrk-CSC","967
004","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PEDIAT
708","Dept. Total","","89","3.606","39.3","42.7","14.6","1.1","1.1","",".","",".","1.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","1","3.000",".",".","100.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","70","3.637","42.9","42.9","12.9","1.4",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","17","3.412","23.5","47.1","17.6",".","5.9","",".","",".","5.9","",".",".","",".","",".","",".",".",".","."
"Professionals","","","88","3.605","38.6","43.2","14.8","1.1","1.1","",".","",".","1.1","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","89","3.606","39.3","42.7","14.6","1.1","1.1","",".","",".","1.1","",".",".","",".","",".","",".",".",".","."
