"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GREEK (CLASSICS)","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","",""
"Second Semester Greek","104","001","10","3.400","50.0","20.0",".","20.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Greek","304","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Greek","306","001","7","3.429","28.6","57.1",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Greek Drama & Lyric Poetry","402","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Hesiod","511","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Plato","541","001","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Directed Study","699","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research Thesis","890","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Poetry","910","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"GREEK
428","","Dept. Total","44","3.678","65.9","15.9",".","6.8","4.5",".",".","4.5",".",".",".",".",".",".","2.3","."
