"In Trans:Drama-A Strindberg","336
001","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Lit Trn-India:B Gita-Tagore","363
001","9","3.556","44.4","22.2","33.3",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Polish Lit(Tran) since 1863","473
001","5","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"LITTRANS
551","Dept. Total","873","3.385","30.6","34.4","22.0","5.6","2.9","1.1","0.8","1.5","",".",".","",".","",".","0.5","0.2","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","198","3.270","19.2","41.4","23.7","6.1","6.6","1.5","0.5",".","",".",".","",".","",".",".","0.5",".","0.5"
"Sophomore","","314","3.375","28.0","36.9","23.6","6.4","2.2","0.6","1.0","0.3","",".",".","",".","",".","0.6","0.3",".","."
"Junior","","165","3.471","41.8","27.9","19.4","4.2","1.8","1.2","1.2",".","",".",".","",".","",".","0.6",".","1.2","0.6"
"Senior","","188","3.433","34.6","29.8","20.7","5.3","1.1","1.6","0.5","6.4","",".",".","",".","",".",".",".",".","."
"Undergraduates","","865","3.380","30.1","34.7","22.2","5.7","2.9","1.2","0.8","1.5","",".",".","",".","",".","0.3","0.2","0.2","0.2"
"Special","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","5","4.000","80.0",".",".",".",".",".",".",".","",".",".","",".","",".","20.0",".",".","."
"","Dept. Total","873","3.385","30.6","34.4","22.0","5.6","2.9","1.1","0.8","1.5","",".",".","",".","",".","0.5","0.2","0.2","0.2"
