"","990
053","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
054","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dissertator Research&Thesis","Course Total","50","",".",".",".",".",".",".",".","88.0",".",".",".","12.0",".",".",".","."
"Advanced Independent Study","999
017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"M E
612","Dept. Total","2269","3.091","25.7","19.0","20.4","12.9","10.3","2.1","1.1","5.9",".",".",".","2.3","0.1","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","79","3.217","24.1","27.8","22.8","16.5","8.9",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","256","3.022","17.2","25.0","26.2","17.2","11.7","1.6","0.8","0.4",".",".",".",".",".",".",".","."
"Junior","","462","2.883","21.0","19.0","21.9","15.2","16.0","3.5","2.2","0.9",".",".",".",".",".","0.4",".","."
"Senior","","1010","3.033","23.0","20.4","24.5","15.2","11.7","2.5","1.2","1.3",".",".",".",".","0.1","0.2",".","."
"Undergraduates","","1807","3.001","21.7","21.0","24.0","15.6","12.7","2.5","1.3","1.0",".",".",".",".","0.1","0.2",".","."
"Special","","36","3.392","38.9","8.3","16.7","5.6","5.6","2.8",".","8.3",".",".",".",".","2.8",".","11.1","."
"Graduate","","428","3.684","41.8","11.0","5.8","2.1","0.5","0.5",".","26.2",".",".",".","12.1",".",".",".","."
"","Dept. Total","2271","3.091","25.8","18.9","20.4","12.9","10.3","2.1","1.1","5.9",".",".",".","2.3","0.1","0.2","0.2","."
