"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"THEATRE AND DRAMA","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","",""
"379
Stage Management","001","10","3.722","50.0","30.0","10.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"420
Theatre and Society","001","25","3.520","44.0","24.0","28.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"442
Mask Characterization","001","17","3.853","88.2","5.9",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"464
PattrnMaking-TheatrCostumes","001","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"466
Stage Lighting Design II","001","7","3.286","14.3","57.1","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"532
History of Russian Theatre","001","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"535
Modern Amer Drama & Theatre","001","28","3.389","35.7","14.3","35.7","10.7",".",".",".","3.6",".",".",".",".",".",".",".","."
"541
Acting Shakespeare","001","13","3.566","46.2","30.8","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"561
Backstage Laboratory III","001","51","3.918","84.3","9.8","2.0",".",".",".",".",".",".",".",".",".",".",".","3.9","."
"562
Drama in Educ: Adv Studies","001","11","4.000","81.8",".",".",".",".",".",".","18.2",".",".",".",".",".",".",".","."
"568
Directing Lab","001","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"570
Advanced Stagecraft","001","6","3.417","33.3","16.7","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"619","001","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"619","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"619","003","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"619","004","12","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Specl Topics-Theatre&Drama","Course Total","37","3.864","73.0","27.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","14","3.392","78.6","14.3",".",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"732
Adv Theatre Hist-1700-Pres","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"740
Voice Training","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799
Independent Study","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"911
Smr-Probs in Theatre&Drama","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","7","",".",".",".",".",".",".",".","42.9",".",".",".","42.9",".",".","14.3","."
"Research and Thesis","Course Total","28","",".",".",".",".",".",".",".","82.1",".",".",".","14.3",".",".","3.6","."
