"GERMAN","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","",""
"367
Study Abroad in German Lit","000A","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"368","000B","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"368","000A","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Section Total","","8","3.676","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Study Abroad-German Culture","Course Total","","8","3.676","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"392
German for Grad Reading II","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"411
Kultur des 20. Jahrhunderts","001","","24","3.271","33.3","25.0","16.7","8.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"465
Kulturwissenschaftliche Analys","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"510
Germn-Jewsh Cltr Since 18c","001","","11","3.136","36.4","27.3","18.2",".","9.1",".","9.1",".",".",".",".",".",".",".",".","."
"601
Kultur bis 1648","001","","13","3.615","46.2","30.8","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"625
Letterkunde der Lage Landen","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"651
Intro to Middle High German","001","","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"671
Phonetics","001","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"677
Smr-German Culture Studies","001","","21","3.595","52.4","19.0","23.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"682","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis-2nd Sem","Course Total","","3","***","","","","","","","","","","","","","","","",""
"698
Directed Study","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699
Directed Study","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"702
Humanism&Baroque 1400-1700","001","","15","3.643","53.3","13.3","26.7",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"723","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"723","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pract-Teachng Undergrad Lit","Course Total","","2","***","","","","","","","","","","","","","","","",""
"724
Pract-Teach Undergrad Ling","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"725
Pract-Teach Undergr Culture","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"758
Topics-Contemporary German","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"947
Adv Seminar in German Lit","001","","9","3.917","55.6","11.1",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"960
Seminar-German Linguistics","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"970
Adv Smr-German Linguistics","001","","16","3.958","68.8","6.3",".",".",".",".",".","6.3",".",".",".",".","18.8",".",".","."
"990","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
