"","990
032","6","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
"","990
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","53","",".",".",".",".",".",".",".","45.3","1.9",".",".","52.8",".",".",".","."
"FOOD SCI
390","Dept. Total","866","3.184","27.0","21.4","21.9","11.5","5.5","1.2","0.7","4.2","0.1","2.8",".","3.2",".","0.3",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","115","3.024","16.5","26.1","28.7","19.1","7.0","1.7","0.9",".",".",".",".",".",".",".",".","."
"Sophomore","","191","3.261","31.4","22.5","25.7","13.6","3.7","1.0","0.5",".",".",".",".",".",".","1.0",".","0.5"
"Junior","","189","3.106","28.0","20.6","23.8","14.3","6.9","0.5","2.1","1.1",".","2.6",".",".",".",".",".","."
"Senior","","251","3.185","27.5","22.3","21.9","8.0","7.6","2.0",".","3.2",".","7.6",".",".",".",".",".","."
"Undergraduates","","746","3.160","26.9","22.5","24.4","12.7","6.3","1.3","0.8","1.3",".","3.2",".",".",".","0.3",".","0.1"
"Special","","7","3.833","42.9","14.3",".",".",".",".",".","28.6",".",".",".",".",".","14.3",".","."
"Graduate","","113","3.525","26.5","14.2","7.1","4.4","0.9",".",".","21.2","0.9",".",".","24.8",".",".",".","."
"","Dept. Total","866","3.184","27.0","21.4","21.9","11.5","5.5","1.2","0.7","4.2","0.1","2.8",".","3.2",".","0.3",".","0.1"
