"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","101
001","422","2.726","17.5","11.4","24.6","11.1","25.6","7.1","1.7",".",".",".",".",".",".","0.2",".","0.7"
"","101
002","354","2.596","10.5","13.3","23.7","10.5","32.2","5.9","2.5",".",".",".",".",".","0.8","0.3",".","0.3"
"Animal Biology","Course Total","776","2.667","14.3","12.2","24.2","10.8","28.6","6.6","2.1",".",".",".",".",".","0.4","0.3",".","0.5"
"","102
001","25","3.200","24.0","24.0","40.0","8.0",".",".","4.0",".",".",".",".",".",".",".",".","."
"","102
002","25","3.560","44.0","32.0","20.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","102
003","28","3.679","57.1","21.4","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","26","3.250","23.1","46.2","15.4","3.8","7.7",".","3.8",".",".",".",".",".",".",".",".","."
"","102
005","28","3.625","50.0","28.6","17.9","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","27","3.673","48.1","33.3","14.8",".",".",".",".","3.7",".",".",".",".",".",".",".","."
"","102
007","26","3.519","34.6","38.5","23.1","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","008
102","28","3.732","67.9","14.3","14.3","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"","102
009","28","3.685","57.1","17.9","21.4",".",".",".",".",".",".",".",".",".",".",".",".","3.6"
"","102
010","27","3.574","44.4","25.9","29.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
102","24","3.146","16.7","29.2","33.3","16.7",".","4.2",".",".",".",".",".",".",".",".",".","."
"","102
012","23","3.457","26.1","47.8","17.4","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","013
102","26","3.346","19.2","38.5","34.6","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","102
014","27","3.463","18.5","55.6","25.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
015","25","3.680","56.0","24.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
016","28","3.464","35.7","32.1","25.0","3.6","3.6",".",".",".",".",".",".",".",".",".",".","."
"","102
017","24","3.542","45.8","25.0","20.8","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
018","20","3.325","20.0","40.0","30.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","102
019","21","3.048","19.0","38.1","19.0","9.5","4.8","4.8","4.8",".",".",".",".",".",".",".",".","."
"Animal Biology Laboratory","Course Total","486","3.482","38.1","31.9","23.3","4.1","1.2","0.4","0.6","0.2",".",".",".",".",".",".",".","0.2"
"Genetics and Human Affairs","133
001","28","2.870","28.6","7.1","25.0","3.6","25.0","3.6","3.6",".",".",".",".",".",".","3.6",".","."
"Introductory Biology","151
001","160","2.827","24.4","6.9","35.0","6.3","14.4","10.0","2.5",".",".",".",".",".","0.6",".",".","."
"","152
001","168","3.001","23.2","8.3","42.3","4.8","18.5","3.0",".",".",".",".",".",".",".",".",".","."
"","152
002","170","3.243","28.8","15.3","40.6","5.9","8.2","0.6",".",".",".",".",".",".","0.6",".",".","."
"","003
152","153","3.151","28.8","10.5","41.2","3.9","12.4","1.3","0.7",".",".",".",".",".",".",".","0.7","0.7"
"Introductory Biology","Course Total","491","3.131","26.9","11.4","41.3","4.9","13.0","1.6","0.2",".",".",".",".",".","0.2",".","0.2","0.2"
"Directed Study","199
041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Introductory Ecology","260
001","60","3.008","28.3","11.7","25.0","10.0","21.7","3.3",".",".",".",".",".",".",".",".",".","."
"Introduction to Entomology","302
001","18","3.083","27.8","27.8","16.7","11.1","5.6","11.1",".",".",".",".",".",".",".",".",".","."
"Parasitology","350
001","84","2.738","20.2","10.7","21.4","6.0","36.9","2.4","2.4",".",".",".",".",".",".",".",".","."
"Parasitology Laboratory","351
001","16","3.250","31.3","12.5","31.3","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Biology","400
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Evolutionary Biology","410
001","168","2.603","17.3","4.8","28.0","6.5","30.4","8.9","2.4","1.2","0.6",".",".",".",".",".",".","."
"Comp Anat:Non-Human Primate","439
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"General Ecology","460
001","48","3.188","35.4","6.3","41.7","6.3","6.3","2.1","2.1",".",".",".",".",".",".",".",".","."
"General Genetics","466
001","64","2.344","10.9","9.4","14.1","15.6","31.3","14.1","4.7",".",".",".",".",".",".",".",".","."
"Intro to Animal Development","470
001","137","2.927","25.5","9.5","27.0","10.9","22.6","3.6","0.7",".",".",".",".",".",".",".",".","."
"Plant-Insect Interactions","001
473","6","2.750","33.3","16.7","16.7",".","16.7",".","16.7",".",".",".",".",".",".",".",".","."
"Ecology of Fishes","510
001","71","2.964","28.2","9.9","28.2",".","25.4","5.6",".",".",".",".",".",".",".","2.8",".","."
"","511
001","22","3.045","9.1","22.7","50.0","13.6",".","4.5",".",".",".",".",".",".",".",".",".","."
