"Senior Thesis","","","","","","","","","","","","","","","","","","","","","","",""
"Graduate Survey","802
001","7","3.857","71.4","28.6",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Individual Research Thesis","890
014","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Seminar-Roman History","930
001","7","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"LATIN
524","Dept. Total","116","3.385","37.9","26.7","16.4","11.2","2.6","0.9","0.9","3.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"524
LATIN","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","2.992","23.5","23.5","17.6","17.6","11.8",".","5.9",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","22","3.345","31.8","27.3","31.8","4.5",".","4.5",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","25","3.242","20.0","28.0","32.0","20.0",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","31","3.553","45.2","38.7","3.2","9.7","3.2",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","95","3.318","31.6","30.5","20.0","12.6","3.2","1.1","1.1",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","19","3.833","63.2","10.5",".","5.3",".",".",".","21.1","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","116","3.385","37.9","26.7","16.4","11.2","2.6","0.9","0.9","3.4","",".",".","",".","",".","",".",".",".","."
